lei,scope,refPeriod,bank_name,country,institution_type,trea_eur,lr_exposure_eur,rwa_density,ov1_total_eur,ov1_abweichung,ov1_teile_summe,ov1_teile_stimmt,anteil_kredit,anteil_ccr,anteil_markt,anteil_operationell,kredit_sa_anteil,kredit_irb_anteil,ansatz,skalenverdacht,plausibel
529900ODI3047E2LIV03,CON,2026-03-31,Nordea Bank Abp,Finland,Large highest EEA,162068409571.51,597273533505.9,0.2713,162068409571.51,0.0,162068409571.51,true,0.7916,0.0157,0.0355,0.132,0.0916,0.7746,gemischt,false,true
529900OE1FOAM50XLP72,CON,2025-06-30,Liechtensteinische Landesbank AG,Liechtenstein,Large highest EEA,10757494812.57,30879034967.91,0.3484,10757494812.57,0.0,10733369557.41,false,0.8287,0.0223,0.0346,0.0996,1.0,,SA,unbekannt,true
529900OKPZTTS50FXP26,IND,2025-12-31,Advanzia Bank S.A.,Luxembourg,Other highest EEA,2960946485.54,5303266506.66,0.5583,2960946485.54,0.0,2960946485.54,true,0.9008,,,0.0992,1.0,,SA,unbekannt,true
529900OLW8QPFMTBDC23,IND,2025-12-31,Neue Bank AG,Liechtenstein,Other highest EEA,539260336.14,1617971981.31,0.3333,539260336.14,0.0,500366518.57,false,0.8002,0.0,0.0191,0.1071,1.0,,SA,unbekannt,true
529900P8BY9HZTZ82T70,IND,2025-12-31,Volksbank Kraichgau eG,Germany,Other highest EEA,6205311689.5,10328447681.57,0.6008,6205311689.5,0.0,6205311689.5,true,0.9262,0.0003,0.0122,0.0612,1.0,,SA,unbekannt,true
529900PUK9IU39VCWK54,IND,2025-12-31,Volksbank in Ostwestfalen eG,Germany,Other highest EEA,7710036961.92,10933561239.33,0.7052,7710036961.92,0.0,7710036961.92,true,0.9389,0.0012,0.0072,0.0527,1.0,,SA,unbekannt,true
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,1085936453.0,1407061970.0,0.7718,1085936453.0,0.0,1085936453.0,true,0.5762,0.0078,0.3229,0.0932,1.0,,SA,unbekannt,true
529900QYEJ2GYSWK1F08,CON,2025-06-30,RLB-Stmk Verbund eGen,Austria,Other highest EEA,8623469927.23,14739017542.83,0.5851,,,,,,,,,,,unbekannt,false,true
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,8938675248.73,15678281566.32,0.5701,8938675248.73,0.0,8938675248.73,true,0.9187,0.0093,0.0061,0.0521,1.0,,SA,false,true
529900RCLERIIXF4QM23,IND,2025-12-31,bank99 AG,Austria,Other highest EEA,1000.05,4237.2,0.236,1000.05,0.0,1000.04,true,0.8037,0.0039,0.0,0.1785,1.0,,SA,unbekannt,true
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Other highest EEA,512396.74,1692672.46,0.3027,512396.74,0.0,512396.74,true,0.8943,,,0.1057,1.0,,SA,unbekannt,true
529900RQOBT3ZJMDRK43,CON,2025-12-31,Bank Frick AG,Liechtenstein,Other highest EEA,817519287.22,3009140287.1,0.2717,817519287.22,0.0,820626334.26,false,0.7577,0.0038,0.0117,0.2268,1.0,,SA,unbekannt,true
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,5740.29,16412.75,0.3497,5740.29,0.0,5740.29,true,0.891,0.0027,0.0005,0.1023,1.0,,SA,false,true
529900RWC8ZYB066JF16,CON,2025-09-30,Bank of Valletta Plc,Malta,Large highest EEA,5800.14,16573.37,0.35,5800.14,0.0,5800.12,true,0.8921,0.0028,0.0005,0.1013,1.0,,SA,false,true
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,Large highest EEA,6272.64,17039.05,0.3681,6272.64,0.0,6272.63,true,0.8857,0.0024,0.0005,0.1085,1.0,,SA,false,true
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,7571866501.84,33472383087.67,0.2262,7571866501.84,0.0,7571866501.85,true,0.8262,0.0013,,0.1726,0.2345,0.7655,gemischt,unbekannt,true
529900SEFOTJH1MLGZ92,IND,2025-12-31,Lægernes Bank A/S,Denmark,Other highest EEA,712948852.65,1701213570.06,0.4191,712948718.76,0.0,713294422.74,true,0.8191,0.001,0.0707,0.1091,1.0,,SA,unbekannt,true
529900SS7ZWCX82U3W60,IND,2025-12-31,DEUTSCHE BANK S.P.A.,Italy,Large subsidiaries,20701028522.0,35461016000.0,0.5838,20701028521.0,0.0,20701028521.0,true,0.885,0.0263,,0.0822,1.0,,SA,unbekannt,true
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Large highest EEA,185638637908.54,211818350016.69,0.8764,185638637908.54,0.0,185638637908.53,true,0.8544,0.005,0.0369,0.0907,1.0,,SA,false,true
529900SSGT49ZZSWYE62,CON,2026-03-31,Volkswagen Financial Services AG,Germany,Large highest EEA,186519251043.15,224293985059.4,0.8316,186519251043.15,0.0,186519251043.17,true,0.8581,0.0049,0.0352,0.0903,1.0,,SA,false,true
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,16883.01,32720.75,0.516,16883.01,0.0,16870.26,true,0.9438,0.0053,0.0015,0.0447,1.0,,SA,unbekannt,true
529900T32UL0CP1FZA06,CON,2025-12-31,ALLIANZ BANK FINANCIAL ADVISORS S.P.A.,Italy,Other highest EEA,3822.34,11399.97,0.3353,3822.34,0.0,3822.34,true,0.6772,0.0001,0.0,0.3227,1.0,,SA,unbekannt,true
529900T7MYZUMMW4O176,CON,2025-12-31,Berliner Volksbank eG,Germany,Other highest EEA,12382540019.9,18355835779.29,0.6746,12382540019.9,0.0,12382437454.56,true,0.9289,0.0004,0.0,0.0683,1.0,,SA,unbekannt,true
529900TDG1TFZM39SF37,CON,2025-12-31,Baader Beteiligungs GmbH,Germany,Other highest EEA,1154054798.32,3257071718.01,0.3543,1154054798.32,0.0,1154054798.32,true,0.287,0.01,0.2203,0.4828,1.0,,SA,unbekannt,true
529900U5XAEYOT68AC40,IND,2025-12-31,EFG Bank (Luxembourg) S.A.,Luxembourg,,707704904.97,4066536572.24,0.174,707704904.97,0.0,707704904.97,true,0.7158,0.0596,,0.2246,1.0,,SA,unbekannt,true
529900UHDH7QLRMEJQ86,CON,2025-12-31,Sigma Bank AG,Liechtenstein,Other highest EEA,790415131.69,1071039985.88,0.738,790415131.69,0.0,790415131.62,true,0.7896,0.004,0.0735,0.127,1.0,,SA,unbekannt,true
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Other highest EEA,1027828499.77,1520114287.04,0.6762,1027828499.77,0.0,1027828499.77,true,0.9472,,0.0001,0.0527,1.0,,SA,unbekannt,true
529900UKZBMDBDZIXD62,CON,2025-06-30,Addiko Bank AG,Austria,Other highest EEA,3865.09,6726.22,0.5746,,,,,,,,,,,unbekannt,false,true
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Other highest EEA,3891.68,6700.11,0.5808,3891.68,0.0,3891.67,true,0.8373,0.0036,0.0533,0.105,1.0,,SA,false,true
529900V3O1M5IHMOSF46,CON,2025-06-30,State Street Europe Holdings Germany S.a.r.l. & Co. KG,Germany,Large highest EEA,12754828698.09,58950788908.52,0.2164,,,,,,,,,,,unbekannt,unbekannt,true
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,Other highest EEA,526450699.2,827913685.97,0.6359,385662705.56,0.267429,385662705.56,true,0.9702,0.0,0.0,0.0298,1.0,,SA,unbekannt,true
529900W3MOO00A18X956,CON,2025-06-30,OTP-csoport,Hungary,Large highest EEA,68248747905.2,118850705673.99,0.5742,68248747905.2,0.0,68248747905.21,true,0.8583,0.0061,0.0104,0.1242,1.0,,SA,false,true
529900W3MOO00A18X956,CON,2025-09-30,OTP-csoport,Hungary,Large highest EEA,70594112206.44,125828036289.72,0.561,70594112206.44,0.0,70594112206.44,true,0.8586,0.0093,0.0085,0.123,1.0,,SA,false,true
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Large highest EEA,75548521059.21,126579669737.73,0.5968,75548521059.21,0.0,75548521059.21,true,0.8457,0.0074,0.012,0.1321,1.0,,SA,false,true
529900W3MOO00A18X956,CON,2026-03-31,OTP-csoport,Hungary,Large highest EEA,78488042888.24,134196305667.23,0.5849,78488042888.24,0.0,78488033476.24,true,0.8432,0.009,0.0157,0.1272,1.0,,SA,false,true
529900WF3IXMJXSVJ831,IND,2025-12-31,Vereinigte Volksbanken eG,Germany,Other highest EEA,3323686138.48,5838014908.51,0.5693,3323686138.48,0.0,3323686138.48,true,0.9289,0.0,0.005,0.0661,1.0,,SA,unbekannt,true
529900XDLJV1P7HBAH18,IND,2025-12-31,Sparkasse Holstein,Germany,Other highest EEA,6642544547.12,10094499643.86,0.658,6642544547.12,0.0,6642544547.12,true,0.928,,0.007,0.0651,1.0,,SA,unbekannt,true
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,30357246351.63,43375150072.81,0.6999,30357246351.63,0.0,30357246351.63,true,0.9276,0.0029,0.0025,0.0644,1.0,,SA,false,true
529900XSTAE561178282,CON,2025-09-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,30693919480.31,42724506284.73,0.7184,30693919480.31,0.0,30693919480.31,true,0.9286,0.0029,0.0024,0.0637,1.0,,SA,false,true
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,31339245127.75,44554244570.56,0.7034,31339245127.89,0.0,31339245127.89,true,0.9298,0.0032,0.0027,0.0617,1.0,,SA,false,true
529900XSTAE561178282,CON,2026-03-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,32097526890.36,43299513827.24,0.7413,32097526890.36,0.0,32097526890.36,true,0.9308,0.004,0.0025,0.0602,1.0,,SA,false,true
529900ZMDTSQYEYCKL45,IND,2025-12-31,VR TeilhaberBank Metropolregion Nürnberg eG,Germany,Other highest EEA,3649549809.77,5545985781.39,0.6581,3649549809.77,0.0,3649549809.77,true,0.9223,0.0,0.0194,0.0582,1.0,,SA,unbekannt,true
529900ZVK4VTIS0TOT43,IND,2025-12-31,DenizBank AG,Austria,Other highest EEA,3254643188.24,7406867285.9,0.4394,3254643188.23,0.0,3254643188.22,true,0.925,0.0077,0.0,0.0618,1.0,,SA,unbekannt,true
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,38982616998.2,87638397162.86,0.4448,38982616998.2,0.0,38982616998.2,true,0.853,0.016,0.0074,0.1216,1.0,,SA,false,true
5493000LKS7B3UTF7H35,CON,2025-09-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,40111599485.49,86214952635.43,0.4653,40111599485.49,0.0,40111599485.49,true,0.8604,0.0141,0.0063,0.1174,1.0,,SA,false,true
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,41963739496.53,90678973289.53,0.4628,41963739496.53,0.0,41963739496.53,true,0.853,0.0139,0.0074,0.1237,1.0,,SA,false,true
5493000LKS7B3UTF7H35,CON,2026-03-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,42246411125.69,90280470914.48,0.4679,,,,,,,,,1.0,,SA,false,true
5493000LM0MZ4JPMGM90,CON,2025-12-31,"Santander Consumer Finance, S.A.",Spain,Large subsidiaries,78331268077.08,132752917345.64,0.5901,78331268077.06,0.0,78331268077.06,true,0.8542,0.0064,0.0139,0.0881,0.6602,0.3238,gemischt,unbekannt,true
5493001BABFV7P27OW30,CON,2025-09-30,"Nova Ljubljanska Banka d.d., Ljubljana",Slovenia,Large highest EEA,19116570000.0,31945235000.0,0.5984,19116570000.0,0.0,19116570000.0,true,0.8271,0.0013,0.0853,0.0853,1.0,,SA,false,true
5493001BABFV7P27OW30,CON,2026-03-31,"Nova Ljubljanska Banka d.d., Ljubljana",Slovenia,Large highest EEA,20163888000.0,33708914000.0,0.5982,20163888000.0,0.0,20163888000.0,true,0.8271,0.0012,0.0833,0.0876,1.0,,SA,false,true
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Large subsidiaries,4658006788.99,12572263441.77,0.3705,4658006788.99,0.0,4658006788.99,true,0.7454,0.0159,0.0035,0.2109,0.1403,0.6752,gemischt,unbekannt,true
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,2628084043.19,5220292929.73,0.5034,2628084043.12,0.0,2628084043.12,true,0.8693,0.0019,0.0171,0.1116,1.0,,SA,unbekannt,true
5493002K643MZPQEK497,IND,2025-12-31,Banco Bradesco Europa S.A.,Luxembourg,Other highest EEA,1853544772.28,1989355156.45,0.9317,1932120753.86,0.042392,1932120753.86,true,0.9186,0.0001,,0.0406,1.0,,SA,unbekannt,true
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Large subsidiaries,10505344756.43,23728405917.89,0.4427,10737792750.77,0.022127,10737792750.77,true,0.8543,0.0032,0.0003,0.1145,1.0,,SA,unbekannt,true
5493004D82XDFVPWQJ91,IND,2025-06-30,Ikano Bank AB (publ),Sweden,Other highest EEA,3123549522.47,4251774157.9,0.7346,,,,,,,,,,,unbekannt,false,true
5493004D82XDFVPWQJ91,IND,2025-12-31,Ikano Bank AB (publ),Sweden,Other highest EEA,3078571598.97,4089741100.23,0.7528,3078571598.97,0.0,3078571598.97,true,0.8746,0.002,0.0373,0.0848,1.0,,SA,false,true
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Other highest EEA,3224462748.71,12305369384.99,0.262,3224462748.69,0.0,3224462748.69,true,0.9121,0.0054,,0.0509,0.032,0.5193,gemischt,unbekannt,true
54930056IRBXK0Q1FP96,CON,2025-09-30,"Abanca Corporacion Bancaria, S.A.",Spain,Large highest EEA,39116279545.0,84153234000.0,0.4648,39116279545.0,0.0,39116279545.0,true,0.9052,0.0049,0.0023,0.0854,1.0,,SA,false,true
54930060Q00W1SRIUI57,IND,2025-12-31,vdk bank,Belgium,Other highest EEA,1621452423.17,5967759942.72,0.2717,1621452423.17,0.0,1621452423.17,true,0.9074,0.0044,,0.0837,0.8064,0.1637,gemischt,unbekannt,true
5493006QMFDDMYWIAM13,CON,2025-06-30,"Banco Santander, S.A.",Spain,Large highest EEA,625750267632.0,1850859400610.0,0.3381,625750000000.0,0.0,625750443766.6,true,0.7576,0.0241,0.0326,0.157,0.5982,0.357,gemischt,false,true
5493006QMFDDMYWIAM13,CON,2025-09-30,"Banco Santander, S.A.",Spain,Large highest EEA,630753000000.0,1893050000000.0,0.3332,630753183610.6,0.0,630753183610.6,true,0.7564,0.0237,0.0354,0.1562,0.5947,0.359,gemischt,false,true
5493006QMFDDMYWIAM13,CON,2025-12-31,"Banco Santander, S.A.",Spain,Large highest EEA,629430000000.0,1924350000000.0,0.3271,629430000000.0,0.0,629430193410.5,true,0.7495,0.0224,0.0341,0.1627,0.5956,0.354,gemischt,false,true
5493006QMFDDMYWIAM13,CON,2026-03-31,"Banco Santander, S.A.",Spain,Large highest EEA,600511359156.55,1902914209125.0,0.3156,600511000000.0,1e-06,600511000000.0,true,0.7485,0.0241,0.037,0.1575,0.6006,0.3485,gemischt,false,true
5493006Z4NTMNDDBGL49,IND,2025-09-30,ECCM Bank plc,Malta,Other highest EEA,947763385.38,1299134011.83,0.7295,947763385.38,0.0,947763385.37,true,0.4954,0.0,0.4364,0.0682,1.0,,SA,unbekannt,true
5493007BWYDPQZLZ0Y27,CON,2025-06-30,HYPO NOE Landesbank für Niederösterreich und Wien AG,Austria,Other highest EEA,4683327000.0,17342451000.0,0.27,,,,,,,,,,,unbekannt,false,true
5493007BWYDPQZLZ0Y27,CON,2025-12-31,HYPO NOE Landesbank für Niederösterreich und Wien AG,Austria,Other highest EEA,4734931000.0,16621723000.0,0.2849,4734931000.0,0.0,4734930000.0,true,0.9234,0.0039,0.0,0.0688,1.0,,SA,false,true
5493007QRSX9DS2CM858,IND,2025-12-31,China Construction Bank (Europe) S.A.,Luxembourg,Other highest EEA,3175819122.47,3963733644.93,0.8012,3175819122.47,0.0,3175819122.47,true,0.9519,0.0016,0.0065,0.0383,1.0,,SA,unbekannt,true
5493007S4JE930SIUE86,CON,2025-06-30,ING Holding Deutschland GmbH,Germany,Large subsidiaries,46173252802.92,211817725416.69,0.218,46173252802.92,0.0,46173252802.92,true,0.8345,0.0042,,0.1593,0.2043,0.7478,gemischt,false,true
5493007S4JE930SIUE86,CON,2025-09-30,ING Holding Deutschland GmbH,Germany,Large subsidiaries,47322777605.88,204735567783.67,0.2311,47322777605.88,0.0,47322777605.88,true,0.8388,0.0038,,0.1554,0.1981,0.7608,gemischt,false,true
5493007S4JE930SIUE86,CON,2025-12-31,ING Holding Deutschland GmbH,Germany,Large subsidiaries,49075388515.87,207924797233.41,0.236,49075388515.87,0.0,49075388515.87,true,0.8282,0.0053,,0.1647,0.2039,0.7013,gemischt,false,true
5493007SJLLCTM6J6M37,CON,2026-03-31,"Unicaja Banco, S.A.",Spain,Large highest EEA,30097390082.0,94932783892.0,0.317,30097390082.0,0.0,30097390082.0,true,0.842,0.0057,0.0088,0.1376,0.7205,0.2795,gemischt,unbekannt,true
5493007SWCCN9S3J2748,CON,2025-12-31,Bigbank AS,Estonia,Large highest EEA,2017858077.22,3328630672.95,0.6062,2017858077.22,0.0,2017858077.22,true,0.9247,,0.0195,0.0558,1.0,,SA,unbekannt,true
5493008QOCP58OLEN998,CON,2025-06-30,Investeringsmaatschappij Argenta - Société d'investissements Argenta - Investierungsgesellschaft Arg,Belgium,Large highest EEA,10382571044.15,61852312488.67,0.1679,10382571044.15,0.0,10382571044.15,true,0.7853,0.0133,,0.1548,0.1906,0.7763,gemischt,false,true
5493008QOCP58OLEN998,CON,2025-09-30,Investeringsmaatschappij Argenta - Société d'investissements Argenta - Investierungsgesellschaft Arg,Belgium,Large highest EEA,10385176140.04,62001915042.16,0.1675,10385176140.04,0.0,10385176140.04,true,0.789,0.0141,,0.1548,0.1846,0.7798,gemischt,false,true
5493008QRHH0XCLJ4238,CON,2025-06-30,BRD-Groupe Société Générale SA,Romania,Large subsidiaries,8303394161.19,20029872958.41,0.4146,8303394160.99,0.0,8204322362.87,false,0.8535,0.0,0.006,0.1217,1.0,,SA,false,true
5493008QRHH0XCLJ4238,CON,2025-12-31,BRD-Groupe Société Générale SA,Romania,Large subsidiaries,8755973100.79,21320058305.6,0.4107,8755973100.79,0.0,8755973100.79,true,0.8486,0.0085,0.0071,0.1241,1.0,,SA,false,true
5493009EIBTCB1X12G89,CON,2025-06-30,LGT Group Foundation,Liechtenstein,Large highest EEA,28076096388.2,65647555370.63,0.4277,28076096388.2,0.0,28076096388.2,true,0.6853,0.0318,0.0969,0.1754,1.0,,SA,false,true
5493009EIBTCB1X12G89,CON,2025-12-31,LGT Group Foundation,Liechtenstein,Large highest EEA,25215352726.85,64710864774.01,0.3897,25215352726.85,0.0,25215352726.85,true,0.647,0.0345,0.0944,0.2119,1.0,,SA,false,true
5493009ML6YX83YHC820,CON,2025-06-30,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,10382571044.15,61852312488.67,0.1679,10382571044.15,0.0,10382571044.15,true,0.7853,0.0133,,0.1548,0.1906,0.7763,gemischt,false,true
5493009ML6YX83YHC820,CON,2025-09-30,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,10385176140.04,62001915042.16,0.1675,10385176140.04,0.0,10385176140.04,true,0.789,0.0141,,0.1548,0.1846,0.7798,gemischt,false,true
5493009ML6YX83YHC820,CON,2025-12-31,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,10367240474.11,62502630668.0,0.1659,10367240474.11,0.0,10367240474.11,true,0.7837,0.0138,,0.1664,0.1896,0.7741,gemischt,false,true
5493009ML6YX83YHC820,CON,2026-03-31,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,11121396978.89,62335379620.27,0.1784,11121396978.89,0.0,10511058240.58,false,0.7428,0.0129,,0.1551,0.1917,0.7715,gemischt,false,true
5493009VJC01E4H6HH77,CON,2025-12-31,Avanza - Grupp,Sweden,Other highest EEA,1755290036.95,10489972060.98,0.1673,1755290036.95,0.0,1755290036.95,true,0.6861,0.0001,0.0,0.3135,1.0,,SA,unbekannt,true
549300A2F46GR0UOM390,CON,2025-06-30,Erste&Steiermärkische Bank d.d.,Croatia,Large subsidiaries,7610992916.41,18039440193.09,0.4219,7610992916.41,0.0,7610992916.42,true,0.8871,0.0014,0.0004,0.1108,0.2766,0.5652,gemischt,false,true
549300A2F46GR0UOM390,CON,2025-09-30,Erste&Steiermärkische Bank d.d.,Croatia,Large subsidiaries,7572483270.97,19014393694.56,0.3983,7572483270.97,0.0,7572483270.96,true,0.8867,0.0013,0.0003,0.1113,0.2773,0.5534,gemischt,false,true
549300A2F46GR0UOM390,CON,2025-12-31,Erste&Steiermärkische Bank d.d.,Croatia,Large subsidiaries,8067578529.89,18767028468.47,0.4299,8067578529.89,0.0,8067578529.9,true,0.8893,0.0009,0.0003,0.1089,0.2621,0.5772,gemischt,false,true
549300BZZFFS0SOWR325,IND,2025-12-31,Ford Bank GmbH,Germany,Other highest EEA,5181057649.23,9238668577.96,0.5608,5181057649.23,0.0,5181057649.23,true,0.9429,0.0009,,0.0553,1.0,,SA,unbekannt,true
549300C6TUMDXNOVXS82,CON,2025-06-30,Länsförsäkringar Bank AB - gruppen,Sweden,Large highest EEA,12515711230.0,47705492545.31,0.2624,12515711230.0,0.0,12614211238.45,false,0.8803,0.0124,,0.1072,0.0672,0.2684,gemischt,false,true
549300C6TUMDXNOVXS82,CON,2025-09-30,Länsförsäkringar Bank AB - gruppen,Sweden,Large highest EEA,12628396199.22,48895669302.23,0.2583,12628396199.22,0.0,12628396199.22,true,0.8834,0.004,,0.1073,0.0657,0.2655,gemischt,false,true
549300C6TUMDXNOVXS82,CON,2025-12-31,Länsförsäkringar Bank AB - gruppen,Sweden,Large highest EEA,12994326872.11,48878478768.19,0.2658,12994326872.11,0.0,12994326872.11,true,0.8848,0.0036,,0.1065,0.0668,0.2631,gemischt,false,true
549300C6TUMDXNOVXS82,CON,2026-03-31,Länsförsäkringar Bank AB - gruppen,Sweden,Large highest EEA,13013114013.83,50124910058.81,0.2596,13013114013.83,0.0,13013114013.83,true,0.8841,0.0044,,0.1059,0.0685,0.2604,gemischt,false,true
549300CQ9NLEHMRCU505,IND,2025-12-31,"Cecabank, S.A.",Spain,Other highest EEA,2431932004.0,17705759000.0,0.1374,2431932003.0,0.0,2431932003.0,true,0.4538,0.0821,0.1189,0.2747,1.0,,SA,unbekannt,true
549300DVPJYGNF2P7B03,CON,2025-06-30,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,Large subsidiaries,11929800184.34,22530061159.1,0.5295,11929800184.34,0.0,11929800184.34,true,0.8773,0.0018,0.0269,0.0939,0.3906,0.351,gemischt,false,true
549300DVPJYGNF2P7B03,CON,2025-09-30,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,Large subsidiaries,11959065221.22,22332526735.22,0.5355,11959065221.22,0.0,11959065221.22,true,0.8795,0.0017,0.0251,0.0937,0.4001,0.3483,gemischt,false,true
549300DVPJYGNF2P7B03,CON,2025-12-31,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,Large subsidiaries,12095231486.55,22996590082.22,0.526,12095231486.55,0.0,12095231486.55,true,0.8753,0.0013,0.0257,0.0976,0.4173,0.3484,gemischt,false,true
549300DYPOFMXOR7XM56,CON,2025-06-30,Crelan,Belgium,Large highest EEA,11700525856.92,57933069820.44,0.202,11700525856.92,0.0,9382745685.55,false,0.6262,0.0072,0.0002,0.1567,0.3832,0.5584,gemischt,false,true
549300DYPOFMXOR7XM56,CON,2025-12-31,Crelan,Belgium,Large highest EEA,12156315342.34,58361489080.33,0.2083,12156315341.88,0.0,9725052273.87,false,0.6258,0.0076,0.0002,0.1567,0.3634,0.5662,gemischt,false,true
549300EHNXQVOI120S55,CON,2025-06-30,Coop Pank AS,Estonia,Large highest EEA,1309796108.07,2562595799.89,0.5111,1309796108.07,0.0,1309796108.07,true,0.9343,0.001,,0.0598,1.0,,SA,false,true
549300EHNXQVOI120S55,CON,2025-09-30,Coop Pank AS,Estonia,Large highest EEA,1328949716.88,2743808390.37,0.4843,1328949716.88,0.0,1328949716.88,true,0.9359,0.0009,,0.0589,1.0,,SA,false,true
549300EHNXQVOI120S55,CON,2025-12-31,Coop Pank AS,Estonia,Large highest EEA,1437572496.37,2933178732.31,0.4901,1437572496.37,0.0,1437572496.37,true,0.9414,0.0008,,0.0545,1.0,,SA,false,true
549300EHNXQVOI120S55,CON,2026-03-31,Coop Pank AS,Estonia,Large highest EEA,1477830900.02,2941139121.08,0.5025,1477830900.02,0.0,1477830900.02,true,0.9352,0.0007,,0.0613,1.0,,SA,false,true
549300F7FBD744MEP844,IND,2025-12-31,Banque Raiffeisen,Luxembourg,Other highest EEA,5233678924.91,12610364792.53,0.415,5233678924.91,0.0,5233678924.91,true,0.9255,0.0004,,0.073,1.0,,SA,unbekannt,true
549300FH0WJAPEHTIQ77,IND,2025-06-30,BofA Securities Europe SA,France,Large highest EEA,43401606069.06,124724660782.37,0.348,,,,,,,,,,,unbekannt,false,true
549300FH0WJAPEHTIQ77,IND,2025-12-31,BofA Securities Europe SA,France,Large highest EEA,42217648088.69,108453306269.88,0.3893,42217648088.69,0.0,42217648088.69,true,0.036,0.4335,0.3481,0.0743,1.0,,SA,false,true
549300FRBP5L0O1HY885,IND,2025-12-31,Sparbanken Syd,Sweden,Other highest EEA,592343547.84,1282163557.14,0.462,592343547.84,0.0,592343547.84,true,0.899,,,0.101,1.0,,SA,unbekannt,true
549300G3C8M0WXQCWH61,CON,2025-12-31,Caja Laboral Popular Coop. de Crédito,Spain,Other highest EEA,9120580474.0,28576065984.0,0.3192,9120580474.0,0.0,9120580474.0,true,0.8467,0.0017,0.0,0.1473,1.0,,SA,unbekannt,true
549300GKFG0RYRRQ1414,CON,2025-06-30,DNB BANK ASA,Norway,Large highest EEA,95444227037.46,309182422507.9,0.3087,95444227037.46,0.0,95444227037.46,true,0.8271,0.0191,0.0064,0.1425,0.2867,0.7133,gemischt,false,true
549300GKFG0RYRRQ1414,CON,2025-12-31,DNB BANK ASA,Norway,Large highest EEA,98881675994.6,294133077142.25,0.3362,98881675994.6,0.0,98710996683.45,false,0.8252,0.0171,0.0066,0.1469,0.2708,0.7292,gemischt,false,true
549300GKFG0RYRRQ1414,CON,2026-03-31,DNB BANK ASA,Norway,Large highest EEA,104856748116.24,321151915806.74,0.3265,104856748116.24,0.0,104856748116.24,true,0.8253,0.0182,0.0059,0.1464,0.2737,0.7263,gemischt,false,true
549300HFEHJOXGE4ZE63,CON,2025-06-30,SFIL S.A.,France,Large highest EEA,3348593550.33,15399220580.4,0.2175,3348593550.34,0.0,3348593550.34,true,0.8369,0.0157,0.0,0.0947,1.0,,SA,false,true
549300HFEHJOXGE4ZE63,CON,2025-09-30,SFIL S.A.,France,Large highest EEA,3304205807.73,14046354153.09,0.2352,3304205807.74,0.0,3304205807.74,true,0.8269,0.0164,0.0,,1.0,,SA,false,true
