lei,bank_name,country,scope,refPeriod,rahmenwerk,submission_ts,im_xbrl_bestand,paket_mb,n_pdf,n_seiten,n_zeichen,zeichen_je_seite,textebene,sprache,sprach_abstand,sprach_woerter,sprach_urteil,n_offengelegt,n_ausgelassen,quote_gegen_erwartung,trea_eur,groessenklasse,zeichen_je_template,fehler
984500E4D07499C10435,TBI FINANCIAL SERVICES B.V.,NL,CON,2025-12-31,P3REMDISDOCS,20260608095029257,true,0.383,1,2,13882,6941.0,ja,en,270.46,2004,englisch,49,37,0.0,1450.0,klein,283,
9CZ7TVMR36CYD5TZBS50,Banque Internationale à Luxembourg,LU,CON,2025-06-30,P3NONREMDISDOCS,20260210123501001,true,2.726,1,46,207871,4518.9,ja,en,171.8,2858,englisch,43,51,0.0,10990000000.0,mittel,4834,
9CZ7TVMR36CYD5TZBS50,Banque Internationale à Luxembourg,LU,CON,2025-09-30,P3NONREMDISDOCS,20260206140901001,true,1.83,1,11,21688,1971.6,ja,en,126.31,2193,englisch,7,48,0.0,11530000000.0,mittel,3098,
9CZ7TVMR36CYD5TZBS50,Banque Internationale à Luxembourg,LU,CON,2025-12-31,P3NONREMDISDOCS,20260430170101001,true,6.616,1,125,558886,4471.1,ja,en,134.57,2794,englisch,67,32,0.0227,11730000000.0,mittel,8342,
9CZ7TVMR36CYD5TZBS50,Banque Internationale à Luxembourg,LU,CON,2025-12-31,P3NONREMDISDOCS,20260508170501002,true,6.647,1,125,559675,4477.4,ja,en,134.57,2794,englisch,67,32,0.0227,11730000000.0,mittel,8353,
9CZ7TVMR36CYD5TZBS50,Banque Internationale à Luxembourg,LU,CON,2026-03-31,P3NONREMDISDOCS,20260612103425001,true,0.596,1,10,21157,2115.7,ja,en,129.44,2225,englisch,7,47,0.0,11700000000.0,mittel,3022,
9KOGW2C2FCIOJQ7FF485,"Česká spořitelna, a.s.",CZ,CON,2025-06-30,P3NONREMDISDOCS,20260306133917605,true,0.779,1,99,119731,1209.4,ja,en,116.78,1841,englisch,30,49,0.0,29070000000.0,gross,3991,
9KOGW2C2FCIOJQ7FF485,"Česká spořitelna, a.s.",CZ,CON,2025-06-30,P3NONREMDISDOCS,20260309144934314,true,0.772,1,98,117420,1198.2,ja,en,116.12,1843,englisch,30,49,0.0,29070000000.0,gross,3914,
9KOGW2C2FCIOJQ7FF485,"Česká spořitelna, a.s.",CZ,CON,2025-09-30,P3NONREMDISDOCS,20260318150132627,true,0.569,1,28,36004,1285.9,ja,en,128.28,2175,englisch,10,45,0.0,29560000000.0,gross,3600,
9KOGW2C2FCIOJQ7FF485,"Česká spořitelna, a.s.",CZ,CON,2025-12-31,P3NONREMDISDOCS,20260505081235751,true,1.381,1,115,167289,1454.7,ja,en,116.72,1842,englisch,40,44,0.0,28130000000.0,gross,4182,
9KOGW2C2FCIOJQ7FF485,"Česká spořitelna, a.s.",CZ,CON,2025-12-31,P3REMDISDOCS,20260629140331457,true,0.286,1,12,31470,2622.5,ja,cs,30.25,2446,landessprache,40,44,0.0,28130000000.0,gross,787,
9KOGW2C2FCIOJQ7FF485,"Česká spořitelna, a.s.",CZ,CON,2026-03-31,P3NONREMDISDOCS,20260526083625083,true,0.593,1,28,33203,1185.8,ja,en,153.78,2250,englisch,10,44,0.3333,,unbekannt,3320,
9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International AG,AT,CON,2025-06-30,P3NONREMDISDOCS,20260415020446931,true,1.789,1,72,161221,2239.2,ja,en,191.91,2621,englisch,54,55,0.0455,96100000000.0,gross,2986,
9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International AG,AT,CON,2025-09-30,P3NONREMDISDOCS,20260409020455205,true,0.223,1,11,20318,1847.1,ja,en,156.71,2125,englisch,8,47,0.0,97600000000.0,gross,2540,
9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International AG,AT,CON,2025-12-31,P3NONREMDISDOCS,20260414090454969,true,5.142,1,189,459561,2431.5,ja,en,202.42,909,englisch,70,36,0.0238,100900000000.0,gross,6565,
9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International AG,AT,CON,2025-12-31,P3NONREMDISDOCS,20260619110654256,true,5.089,1,188,459550,2444.4,ja,en,202.42,909,englisch,70,36,0.0238,100900000000.0,gross,6565,
9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International AG,AT,CON,2025-12-31,P3REMDISDOCS,20260629103527000,true,0.264,1,14,40160,2868.6,ja,en,255.76,2780,englisch,70,36,0.0238,100900000000.0,gross,574,
9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International AG,AT,CON,2026-03-31,P3NONREMDISDOCS,20260605120652495,true,0.401,1,11,20476,1861.5,ja,en,153.23,2108,englisch,,,,,unbekannt,,
A5GWLFH3KM7YV2SFQL84,Belfius Bank,BE,CON,2025-06-30,P3NONREMDISDOCS,20260402114500111,true,0.21,1,9,23450,2605.6,ja,en,188.07,2414,englisch,55,39,0.0455,70580000000.0,gross,426,
A5GWLFH3KM7YV2SFQL84,Belfius Bank,BE,CON,2025-09-30,P3NONREMDISDOCS,20260402114500111,true,0.175,1,5,8699,1739.8,ja,en,214.47,1147,englisch,8,47,0.0,70880000000.0,gross,1087,
A5GWLFH3KM7YV2SFQL84,Belfius Bank,BE,CON,2025-12-31,P3NONREMDISDOCS,20260402114500111,true,0.899,1,70,238783,3411.2,ja,en,155.83,2060,englisch,75,24,0.0227,72150000000.0,gross,3184,
A5GWLFH3KM7YV2SFQL84,Belfius Bank,BE,CON,2025-12-31,P3REMDISDOCS,20260616164138000,true,0.42,1,16,38390,2399.4,ja,en,250.75,2668,englisch,75,24,0.0227,72150000000.0,gross,512,
A5GWLFH3KM7YV2SFQL84,Belfius Bank,BE,CON,2026-03-31,P3NONREMDISDOCS,20260624164600000,true,0.27,1,10,29751,2975.1,ja,en,131.1,1640,englisch,8,46,0.0,70720000000.0,gross,3719,
AT0000000000043000VB,VOLKSBANK WIEN AG VB,AT,CON,2025-12-31,P3NONREMDISDOCS,20260605120626801,true,1.962,1,188,586125,3117.7,ja,de,227.3,1597,landessprache,56,43,0.0227,16190000000.0,mittel,10467,
B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260512165201000,true,2.441,1,93,260153,2797.3,ja,en,195.01,2646,englisch,56,58,0.1818,6783000000.0,mittel,4646,
B81CK4ESI35472RHJ606,Landesbank Baden-Württemberg,DE,CON,2026-03-31,P3NONREMDISDOCS,20260603070000000,true,0.567,1,20,38059,1903.0,ja,de,147.85,1860,landessprache,8,46,0.0,89160000000.0,gross,4757,
BB3BGO3LCED63R8R9R41,BANK POLSKIEJ SPOLDZIELCZOSCI S.A.,PL,CON,2025-12-31,P3NONREMDISDOCS,20260610092155000,true,0.482,1,6,17680,2946.7,ja,pl,116.5,1442,landessprache,50,36,0.1,1686000000.0,klein,354,
BB3BGO3LCED63R8R9R41,BANK POLSKIEJ SPOLDZIELCZOSCI S.A.,PL,CON,2025-12-31,P3NONREMDISDOCS,20260630134153000,true,1.295,1,70,250712,3581.6,ja,pl,109.9,1465,landessprache,50,36,0.1,1686000000.0,klein,5014,
BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,NL,CON,2025-06-30,P3NONREMDISDOCS,20260128140001888,true,1.095,1,121,351970,2908.8,ja,en,192.64,2798,englisch,50,44,0.0,139800000000.0,gross,7039,
BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,NL,CON,2025-09-30,P3NONREMDISDOCS,20260128140001888,true,0.421,1,14,32880,2348.6,ja,en,216.33,2732,englisch,7,48,0.0,143100000000.0,gross,4697,
BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260312140001888,true,1.57,1,174,488292,2806.3,ja,en,212.5,2913,englisch,70,29,0.0,135400000000.0,gross,6976,
BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,NL,CON,2025-12-31,P3REMDISDOCS,20260312150001888,true,0.413,1,19,53791,2831.1,ja,en,134.09,3438,englisch,70,29,0.0,135400000000.0,gross,768,
BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,NL,CON,2026-03-31,P3NONREMDISDOCS,20260602083001888,true,0.607,1,14,30531,2180.8,ja,en,207.37,2604,englisch,7,47,0.0,136600000000.0,gross,4362,
CXUHEGU3MADZ2CEV7C11,Eurobank Limited,CY,CON,2025-12-31,P3NONREMDISDOCS,20260427115155153,true,3.103,1,175,598289,3418.8,ja,en,176.33,431,englisch,44,55,0.0417,8617000000.0,mittel,13597,
CXUHEGU3MADZ2CEV7C11,Eurobank Limited,CY,CON,2025-12-31,P3REMDISDOCS,20260630145649394,true,0.587,1,25,80265,3210.6,ja,en,259.16,2184,englisch,44,55,0.0417,8617000000.0,mittel,1824,
D1HEB8VEU6D9M8ZUXG17,UniCredit Bank Austria AG,AT,CON,2025-06-30,P3NONREMDISDOCS,20260316164212345,true,2.153,1,53,130102,2454.8,ja,en,182.95,2498,englisch,30,49,0.1667,,unbekannt,4337,
D1HEB8VEU6D9M8ZUXG17,UniCredit Bank Austria AG,AT,CON,2025-09-30,P3NONREMDISDOCS,20260317132734456,true,1.342,1,13,26841,2064.7,ja,en,195.58,2577,englisch,8,47,0.3333,,unbekannt,3355,
D1HEB8VEU6D9M8ZUXG17,UniCredit Bank Austria AG,AT,CON,2025-12-31,P3NONREMDISDOCS,20260319090401000,true,1.808,1,67,178972,2671.2,ja,en,213.68,2602,englisch,37,47,0.0,,unbekannt,4837,
D1HEB8VEU6D9M8ZUXG17,UniCredit Bank Austria AG,AT,CON,2025-12-31,P3NONREMDISDOCS,20260521143717123,true,2.682,2,84,224487,2672.5,ja,en,260.26,2901,englisch,37,47,0.0,,unbekannt,6067,
D1HEB8VEU6D9M8ZUXG17,UniCredit Bank Austria AG,AT,CON,2026-03-31,P3NONREMDISDOCS,20260521192017123,true,0.963,1,13,28244,2172.6,ja,en,194.7,2604,englisch,8,46,0.3333,,unbekannt,3530,
DG3RU1DBUFHT4ZF9WN62,Coöperatieve Rabobank U.A.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260310103830257,true,1.515,1,168,353092,2101.7,ja,en,164.65,2642,englisch,61,38,0.1818,239200000000.0,gross,5788,
DG3RU1DBUFHT4ZF9WN62,Coöperatieve Rabobank U.A.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260323083520257,true,1.52,1,168,353083,2101.7,ja,en,164.65,2642,englisch,61,38,0.1818,239200000000.0,gross,5788,
DG3RU1DBUFHT4ZF9WN62,Coöperatieve Rabobank U.A.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260526101730257,true,1.521,1,168,353116,2101.9,ja,en,164.65,2642,englisch,61,38,0.1818,239200000000.0,gross,5789,
DG3RU1DBUFHT4ZF9WN62,Coöperatieve Rabobank U.A.,NL,CON,2026-03-31,P3NONREMDISDOCS,20260521121730264,true,10.804,1,18,24835,1379.7,ja,en,153.78,2328,englisch,8,46,0.0,245700000000.0,gross,3104,
DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,DE,CON,2025-06-30,P3NONREMDISDOCS,20260423162244325,true,1.417,1,113,350441,3101.2,ja,de,186.33,2238,landessprache,54,32,0.0,56500000000.0,gross,6490,
DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,DE,CON,2025-06-30,P3NONREMDISDOCS,20260427162244325,true,1.337,1,113,350441,3101.2,ja,de,186.33,2238,landessprache,54,32,0.0,56500000000.0,gross,6490,
DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,DE,CON,2025-09-30,P3NONREMDISDOCS,20260420100844325,true,0.544,1,29,79543,2742.9,ja,de,193.9,2264,landessprache,10,45,0.0,55980000000.0,gross,7954,
DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,DE,CON,2025-12-31,P3NONREMDISDOCS,20260430103244325,true,2.517,2,264,1056463,4001.8,ja,de,196.6,2238,landessprache,86,13,0.0,55980000000.0,gross,12284,
DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,DE,CON,2026-03-31,P3NONREMDISDOCS,20260609163244325,true,0.625,1,29,85552,2950.1,ja,de,194.52,2298,landessprache,8,46,0.0,57560000000.0,gross,10694,
DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,DE,CON,2025-12-31,P3NONREMDISDOCS,20260504100930211,true,0.04,0,0,0,,,,,0,unsicher,75,24,0.0,40940000000.0,gross,,
DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,DE,CON,2025-12-31,P3NONREMDISDOCS,20260519085111111,true,2.133,1,248,585090,2359.2,ja,de,110.8,2121,landessprache,75,24,0.0,40940000000.0,gross,7801,
DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,DE,CON,2025-12-31,P3REMDISDOCS,20260608111746222,true,0.772,1,31,81968,2644.1,ja,de,233.62,2106,landessprache,75,24,0.0,40940000000.0,gross,1093,
DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,DE,CON,2026-03-31,P3NONREMDISDOCS,20260603105111222,true,0.304,1,28,40368,1441.7,ja,de,146.2,2134,landessprache,8,46,0.0,42040000000.0,gross,5046,
DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,DE,CON,2025-06-30,P3NONREMDISDOCS,20260602171000000,true,3.873,2,237,710146,2996.4,ja,en,246.13,2775,englisch,42,52,0.0,17670.0,klein,16908,
DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,DE,CON,2025-12-31,P3NONREMDISDOCS,20260611154000000,true,8.981,6,531,1645683,3099.2,ja,en,106.81,2584,englisch,66,33,0.0455,17500000000.0,mittel,24935,
DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,DE,CON,2026-03-31,P3NONREMDISDOCS,20260626111100000,true,0.665,2,48,118391,2466.5,ja,en,245.93,2761,englisch,7,47,0.0,18000000000.0,mittel,16913,
EQYXK86SF381Q21S3020,Bank of America Europe Designated Activity Company,IE,IND,2025-06-30,P3NONREMDISDOCS,20260129124624000,true,0.251,1,14,23586,1684.7,ja,en,136.76,2625,landessprache,5,58,0.9167,55530000000.0,gross,4717,
EQYXK86SF381Q21S3020,Bank of America Europe Designated Activity Company,IE,IND,2025-09-30,P3NONREMDISDOCS,20260129124624000,true,0.196,1,8,11557,1444.6,ja,en,226.97,1498,landessprache,1,7,,,unbekannt,11557,
EQYXK86SF381Q21S3020,Bank of America Europe Designated Activity Company,IE,IND,2025-12-31,P3NONREMDISDOCS,20260511123811000,true,2.122,1,168,488932,2910.3,ja,en,144.12,1131,landessprache,58,43,0.025,60450000000.0,gross,8430,
EQYXK86SF381Q21S3020,Bank of America Europe Designated Activity Company,IE,IND,2025-12-31,P3REMDISDOCS,20260511123811000,true,0.668,1,15,37954,2530.3,ja,en,260.01,2723,landessprache,58,43,0.025,60450000000.0,gross,654,
EV2XZWMLLXF2QRX0CD47,Kommuninvest - Grupp,SE,CON,2025-06-30,P3NONREMDISDOCS,20260303151319000,true,2.656,1,52,108541,2087.3,ja,en,154.66,2554,englisch,35,51,0.1429,302300000.0,klein,3101,
EV2XZWMLLXF2QRX0CD47,Kommuninvest - Grupp,SE,CON,2025-09-30,P3NONREMDISDOCS,20260304151319000,true,0.47,1,10,23486,2348.6,ja,en,130.4,2224,englisch,4,51,0.0,276700000.0,klein,5872,
EV2XZWMLLXF2QRX0CD47,Kommuninvest - Grupp,SE,CON,2025-12-31,P3NONREMDISDOCS,20260415135319000,true,13.507,1,67,0,0.0,nein,,,0,unsicher,46,45,0.1905,312800000.0,klein,,
EV2XZWMLLXF2QRX0CD47,Kommuninvest - Grupp,SE,CON,2025-12-31,P3REMDISDOCS,20260415135319000,true,0.624,1,3,0,0.0,nein,,,0,unsicher,46,45,0.1905,312800000.0,klein,,
EV2XZWMLLXF2QRX0CD47,Kommuninvest - Grupp,SE,CON,2026-03-31,P3NONREMDISDOCS,20260528135319000,true,0.299,1,8,19486,2435.8,ja,en,123.4,2342,englisch,4,50,0.0,288900000.0,klein,4872,
F0HUI1NY1AZMJMD8LP67,HSBC Continental Europe,FR,CON,2025-06-30,P3NONREMDISDOCS,20260619170754314,true,2.106,1,107,485772,4539.9,ja,en,223.78,2784,englisch,54,32,0.0,67610000000.0,gross,8996,
F0HUI1NY1AZMJMD8LP67,HSBC Continental Europe,FR,CON,2025-12-31,P3NONREMDISDOCS,20260618051854314,true,1.945,1,110,512474,4658.9,ja,en,209.91,2744,englisch,59,32,0.119,60300000000.0,gross,8686,
F3JS33DEI6XQ4ZBPTN86,Skandinaviska Enskilda Banken - gruppen,SE,CON,2025-06-30,P3NONREMDISDOCS,20260610110900001,true,0.969,1,90,145298,1614.4,ja,en,148.43,2540,englisch,54,40,0.0,88810000000.0,gross,2691,
F3JS33DEI6XQ4ZBPTN86,Skandinaviska Enskilda Banken - gruppen,SE,CON,2025-09-30,P3NONREMDISDOCS,20260527092800001,true,0.146,1,13,17817,1370.5,ja,en,146.31,2153,englisch,10,45,0.0,88600000000.0,gross,1782,
F3JS33DEI6XQ4ZBPTN86,Skandinaviska Enskilda Banken - gruppen,SE,CON,2025-12-31,P3NONREMDISDOCS,20260527105400001,true,1.249,1,113,442187,3913.2,ja,en,185.31,2709,englisch,74,25,0.0,91130000000.0,gross,5976,
F3JS33DEI6XQ4ZBPTN86,Skandinaviska Enskilda Banken - gruppen,SE,CON,2025-12-31,P3REMDISDOCS,20260527105400001,true,1.249,1,113,442187,3913.2,ja,en,185.31,2709,englisch,74,25,0.0,91130000000.0,gross,5976,
F3JS33DEI6XQ4ZBPTN86,Skandinaviska Enskilda Banken - gruppen,SE,CON,2026-03-31,P3NONREMDISDOCS,20260506090300001,true,0.143,1,12,17258,1438.2,ja,en,144.53,2055,englisch,9,45,0.0,92410000000.0,gross,1918,
FR9695005MSX1OYEMGDF,Groupe BPCE,FR,CON,2025-06-30,P3NONREMDISDOCS,20251218060000000,true,20.819,1,236,489236,2073.0,ja,en,213.26,2579,englisch,52,42,0.0455,451900000000.0,gross,9408,
FR9695005MSX1OYEMGDF,Groupe BPCE,FR,CON,2025-06-30,P3NONREMDISDOCS,20260204060000002,true,20.98,1,236,541350,2293.9,ja,fr,62.99,2699,landessprache,52,42,0.0455,451900000000.0,gross,10411,
FR9695005MSX1OYEMGDF,Groupe BPCE,FR,CON,2025-09-30,P3NONREMDISDOCS,20251218060000000,true,1.706,1,21,41805,1990.7,ja,en,125.0,2232,englisch,5,50,0.3333,455000000000.0,gross,8361,
FR9695005MSX1OYEMGDF,Groupe BPCE,FR,CON,2025-09-30,P3NONREMDISDOCS,20260204060000002,true,1.712,1,21,46549,2216.6,ja,fr,48.6,2387,landessprache,5,50,0.3333,455000000000.0,gross,9310,
FR9695005MSX1OYEMGDF,Groupe BPCE,FR,CON,2025-12-31,P3NONREMDISDOCS,20260326100000002,true,16.712,1,338,1009454,2986.6,ja,fr,46.25,2508,landessprache,100,14,0.0227,463100000000.0,gross,10095,
FR9695005MSX1OYEMGDF,Groupe BPCE,FR,CON,2025-12-31,P3REMDISDOCS,20260520100000003,true,0.386,1,10,34442,3444.2,ja,fr,103.39,2921,landessprache,100,14,0.0227,463100000000.0,gross,344,
FR9695005MSX1OYEMGDF,Groupe BPCE,FR,CON,2026-03-31,P3NONREMDISDOCS,20260520100000002,true,3.108,1,20,40978,2048.9,ja,fr,26.88,2269,landessprache,12,50,0.0,470800000000.0,gross,3415,
G8ZTNESVNKW4NN761W05,ABN AMRO Clearing Bank N.V.,NL,CON,2025-06-30,P3NONREMDISDOCS,20260211120400000,true,1.652,1,6,0,0.0,nein,,,0,unsicher,2,61,0.0,6518000000.0,mittel,,
G8ZTNESVNKW4NN761W05,ABN AMRO Clearing Bank N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260601163000000,true,0.854,1,50,102888,2057.8,ja,en,144.74,3033,englisch,36,45,0.0526,6694000000.0,mittel,2858,
GDI8P8WHFH4PS5YTU851,"HAITONG BANK, S.A.",PT,CON,2025-12-31,P3NONREMDISDOCS,20260630035122286,true,1.845,1,93,251785,2707.4,ja,en,182.95,1842,englisch,45,33,0.0,2112000000.0,klein,5595,
GDI8P8WHFH4PS5YTU851,"HAITONG BANK, S.A.",PT,CON,2025-12-31,P3REMDISDOCS,20260630035122285,true,0.374,1,7,20641,2948.7,ja,en,253.33,2775,englisch,45,33,0.0,2112000000.0,klein,459,
GP5DT10VX1QRQUKVBK64,AL Sydbank A/S,DK,CON,2026-03-31,P3NONREMDISDOCS,20260505110901003,true,0.17,1,2,1316,658.0,ja,en,237.86,206,englisch,7,47,0.0,18000.0,klein,188,
H0YX5LBGKDVOWCXBZ594,SBAB Bank AB - Grupp,SE,CON,2025-06-30,P3NONREMDISDOCS,20260119171114144,true,0.876,1,46,197819,4300.4,ja,en,138.94,1785,englisch,38,48,0.0476,13650000000.0,mittel,5206,
H0YX5LBGKDVOWCXBZ594,SBAB Bank AB - Grupp,SE,CON,2026-03-31,P3NONREMDISDOCS,20260427181522233,true,0.668,1,9,32108,3567.6,ja,en,119.15,1133,englisch,8,46,0.0,13970000000.0,mittel,4014,
H8MIG1MMPR6JXUQVBM04,Bank BPH S.A.,PL,IND,2025-12-31,P3NONREMDISDOCS,20260603165836396,true,0.195,1,34,76486,2249.6,ja,pl,130.1,2452,landessprache,14,62,0.0,574600.0,klein,5463,
H8MIG1MMPR6JXUQVBM04,Bank BPH S.A.,PL,IND,2025-12-31,P3REMDISDOCS,20260601142039912,true,0.137,1,6,16042,2673.7,ja,pl,140.62,1977,landessprache,14,62,0.0,574600.0,klein,1146,
HWIPDOTRM1EKRPKYKH81,Northern Trust Global Services SE,LU,IND,2025-12-31,P3NONREMDISDOCS,20260616115945003,true,0.753,1,42,106588,2537.8,ja,en,211.01,1853,englisch,19,65,0.0,1419000000.0,klein,5610,
HWIPDOTRM1EKRPKYKH81,Northern Trust Global Services SE,LU,IND,2025-12-31,P3REMDISDOCS,20260616115945004,true,0.324,1,10,22340,2234.0,ja,en,225.06,2697,englisch,19,65,0.0,1419000000.0,klein,1176,
I6SS27Q1Q3385V753S50,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,AT,IND,2025-06-30,P3NONREMDISDOCS,20260326010348100,true,1.193,1,87,169100,1943.7,ja,de,158.59,2043,landessprache,31,55,0.0,27710000000.0,mittel,5455,
I6SS27Q1Q3385V753S50,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,AT,IND,2025-09-30,P3NONREMDISDOCS,20260326010348101,true,0.356,1,18,27746,1541.4,ja,de,149.26,1695,landessprache,4,51,0.0,27900000000.0,mittel,6936,
I6SS27Q1Q3385V753S50,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,AT,IND,2025-12-31,P3NONREMDISDOCS,20260326010348103,true,1.92,1,137,281097,2051.8,ja,de,65.13,2088,landessprache,30,59,0.087,28480000000.0,gross,9370,
I6USJ58BDV2BO5KP3C31,"MONETA Money Bank, a.s.",CZ,CON,2025-06-30,P3NONREMDISDOCS,20260319141632001,true,1.284,1,8,14209,1776.1,ja,cs,22.88,1661,landessprache,2,61,0.0,6777000000.0,mittel,7104,
I6USJ58BDV2BO5KP3C31,"MONETA Money Bank, a.s.",CZ,CON,2025-12-31,P3NONREMDISDOCS,20260428141632001,true,0.793,1,61,246474,4040.6,ja,cs,21.85,1693,landessprache,41,37,0.0,6800000000.0,mittel,6012,
J48C8PCSJVUBR8KCW529,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,IT,CON,2025-06-30,P3NONREMDISDOCS,20251218164431309,true,1.142,1,234,618161,2641.7,ja,it,139.51,2559,landessprache,49,45,0.0,26460000000.0,mittel,12616,
J48C8PCSJVUBR8KCW529,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,IT,CON,2025-09-30,P3NONREMDISDOCS,20251218154431309,true,0.328,1,33,79419,2406.6,ja,it,127.65,2734,landessprache,6,49,0.0,24330000000.0,mittel,13236,
J4CP7MHCXR8DAQMKIL78,Banca Monte dei Paschi di Siena S.p.A.,IT,CON,2025-06-30,P3NONREMDISDOCS,20251203140956870,true,2.315,1,106,286982,2707.4,ja,it,103.67,2151,landessprache,47,47,0.0,45860000000.0,gross,6106,
J4CP7MHCXR8DAQMKIL78,Banca Monte dei Paschi di Siena S.p.A.,IT,CON,2025-09-30,P3NONREMDISDOCS,20251203140956870,true,0.657,1,20,36025,1801.2,ja,it,118.82,2104,landessprache,6,49,0.0,85040000000.0,gross,6004,
J4CP7MHCXR8DAQMKIL78,Banca Monte dei Paschi di Siena S.p.A.,IT,CON,2025-12-31,P3NONREMDISDOCS,20251203140956869,true,4.357,1,270,791730,2932.3,ja,it,112.1,2248,landessprache,76,23,0.0227,87710000000.0,gross,10418,
J4CP7MHCXR8DAQMKIL78,Banca Monte dei Paschi di Siena S.p.A.,IT,CON,2025-12-31,P3REMDISDOCS,20251203140956871,true,0.133,1,4,14243,3560.8,ja,it,158.12,1910,landessprache,76,23,0.0227,87710000000.0,gross,187,
J4CP7MHCXR8DAQMKIL78,Banca Monte dei Paschi di Siena S.p.A.,IT,CON,2026-03-31,P3NONREMDISDOCS,20260521153602223,true,0.684,1,20,30168,1508.4,ja,it,114.63,2085,landessprache,7,47,0.0,89810000000.0,gross,4310,
JU1U6S0DG9YLT7N8ZV32,"Banco Comercial Português, SA",PT,CON,2025-12-31,P3NONREMDISDOCS,20260625143000123,true,8.093,1,249,732257,2940.8,ja,en,257.1,1268,englisch,74,25,0.0,42900000000.0,gross,9895,
JU1U6S0DG9YLT7N8ZV32,"Banco Comercial Português, SA",PT,CON,2025-12-31,P3REMDISDOCS,20260625143035456,true,0.584,1,17,40999,2411.7,ja,en,307.15,2979,englisch,74,25,0.0,42900000000.0,gross,554,
K8MS7FD7N5Z2WQ51AZ71,"Banco Bilbao Vizcaya Argentaria, S.A.",ES,CON,2025-06-30,P3NONREMDISDOCS,20251204140901003,true,9.388,1,225,721744,3207.8,ja,es,123.48,2640,landessprache,48,46,0.0455,,unbekannt,15036,
K8MS7FD7N5Z2WQ51AZ71,"Banco Bilbao Vizcaya Argentaria, S.A.",ES,CON,2025-12-31,P3NONREMDISDOCS,20260323103101003,true,8.984,1,450,1401747,3115.0,ja,es,123.85,2729,landessprache,86,15,0.0,397200000000.0,gross,16299,
K8MS7FD7N5Z2WQ51AZ71,"Banco Bilbao Vizcaya Argentaria, S.A.",ES,CON,2025-12-31,P3NONREMDISDOCS,20260623123101006,true,9.126,2,422,1302550,3086.6,ja,es,123.99,2726,landessprache,86,15,0.0,397200000000.0,gross,15146,
K8MS7FD7N5Z2WQ51AZ71,"Banco Bilbao Vizcaya Argentaria, S.A.",ES,CON,2026-03-31,P3NONREMDISDOCS,20260522145001003,true,2.181,1,45,97597,2168.8,ja,es,156.82,2506,landessprache,8,46,0.0,408900000000.0,gross,12200,
KFUXYFTU2LHQFQZDQG45,Kereskedelmi és Hitelbank csoport,HU,CON,2025-06-30,P3NONREMDISDOCS,20260623145618000,true,0.766,1,17,40145,2361.5,ja,en,231.06,2666,englisch,27,65,0.3333,7592000000.0,mittel,1487,
KFUXYFTU2LHQFQZDQG45,Kereskedelmi és Hitelbank csoport,HU,CON,2025-09-30,P3NONREMDISDOCS,20260623145518000,true,0.638,1,8,8520,1065.0,ja,en,229.96,1135,englisch,7,48,0.0,7540000000.0,mittel,1217,
