refPeriod,kopf_a,name_a,heimat_a,kopf_b,name_b,heimat_b,ueberlappung,ueberlappung_spezifisch,spezifisch_moeglich,spezifisch_ausgeschoepft,n_gemeinsam,top_gemeinsam,grenzueberschreitend
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,9598005U8TZQ8Q64SC71,LIBERTY PARTNERS S.L.U.,Spain,0.3207,0.0000,0.0000,,4,France|United Kingdom|Ireland,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,969500STN7T9MRUMJ267,Bpifrance,France,0.4634,0.0000,0.0000,,4,Netherlands|Ireland|United Kingdom,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.3226,0.0000,0.0000,,5,France|United Kingdom|Netherlands,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,9DJT3UXIJIZJI4WXO774,Bank of America Europe Designated Activity Company,Ireland,0.3490,0.0000,0.0000,,4,France|United Kingdom|Netherlands,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.3883,0.0000,0.0000,,5,France|United Kingdom|Netherlands,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,Germany,0.3586,0.0000,0.0000,,5,France|United Kingdom|Netherlands,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,Germany,0.4497,0.0000,0.0000,,5,France|Netherlands|United Kingdom,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,Germany,0.3590,0.0000,0.0000,,5,France|United Kingdom|Netherlands,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.3807,0.0000,0.0000,,5,France|United Kingdom|Netherlands,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.3352,0.0000,0.0000,,4,France|Netherlands|United Kingdom,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,NNVPP80YIZGEY2314M97,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,0.3780,0.0000,0.0000,,3,Netherlands|France|Ireland,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,QLPCKOOKVX32FUELX240,Bank Polska Kasa Opieki S.A.,Poland,0.3509,0.0000,0.0000,,5,United Kingdom|Ireland|Austria,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,R7CQUF1DQM73HUTV1078,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,0.4226,0.0000,0.0000,,4,Netherlands|France|United Kingdom,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,TUKDD90GPC79G1KOE162,Hamburg Commercial Bank AG,Germany,0.3550,0.0000,0.0000,,5,United Kingdom|Netherlands|France,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,VDYMYTQGZZ6DU0912C88,Bayerische Landesbank,Germany,0.4727,0.0000,0.0000,,5,Netherlands|France|United Kingdom,ja
2025-12-31,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,WFLLPEPC7FZXENRZV188,THE BANK OF NEW YORK MELLON,Belgium,0.4620,0.0000,0.0000,,5,Netherlands|United Kingdom|Austria,ja
2025-12-31,549300UARE5MHTBUPJ19,Promontoria 19 Coöperatie U.A.,Netherlands,815600AD83B2B6317788,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,0.4102,0.0000,0.0007,0.0127,25,France|United Kingdom|United States,ja
2025-12-31,549300UARE5MHTBUPJ19,Promontoria 19 Coöperatie U.A.,Netherlands,95980020140005220135,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,0.3313,0.0000,0.0008,0.0151,17,France|United Kingdom|Germany,ja
2025-12-31,549300UARE5MHTBUPJ19,Promontoria 19 Coöperatie U.A.,Netherlands,95980020140005439549,"Caja Rural de Navarra, S. Coop. de Crédito",Spain,0.4102,0.0000,0.0063,0.0019,19,France|United Kingdom|Germany,ja
2025-12-31,549300UARE5MHTBUPJ19,Promontoria 19 Coöperatie U.A.,Netherlands,95980020140005484654,"Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito",Spain,0.3835,0.0000,0.0000,,10,France|United Kingdom|Germany,ja
2025-12-31,549300UARE5MHTBUPJ19,Promontoria 19 Coöperatie U.A.,Netherlands,95980020140005552166,"Eurocaja Rural, Sociedad Cooperativa de Crédito",Spain,0.4595,0.0007,0.0577,0.0123,38,France|United States|United Kingdom,ja
2025-12-31,549300UARE5MHTBUPJ19,Promontoria 19 Coöperatie U.A.,Netherlands,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.3194,0.0002,0.0209,0.0109,36,France|United Kingdom|Spain,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,Romania,0.6398,0.0000,0.0000,0.2353,23,Germany|France|Austria,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,636700HER4JIK7GZUN17,Klarna - Grupp,Sweden,0.5339,0.0000,0.0000,,6,Germany|Netherlands|United Kingdom,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,724500SF1CI8OD5AHI07,HCBG Holding B.V.,Netherlands,0.3009,0.0000,0.0029,0.0032,23,Germany|France|Spain,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,95980020140005881190,Banco de Crédito Social Cooperativo,Spain,0.4333,0.0004,0.0029,0.1341,26,Germany|France|Netherlands,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,9695000CG7B84NLR5984,Confédération Nationale du Crédit Mutuel,France,0.4902,0.0028,0.0029,0.9764,34,Germany|Netherlands|Spain,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,969500F7JLTX36OUI695,RCI Banque,France,0.3129,0.0028,0.0029,0.9714,20,Germany|Spain|Netherlands,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.3143,0.0000,0.0020,0.0000,23,Germany|France|Netherlands,nein
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,AT0000000000043000VB,VOLKSBANK WIEN AG VB,Austria,0.5315,0.0000,0.0029,0.0159,39,Germany|France|Netherlands,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,Netherlands,0.3633,0.0000,0.0029,0.0000,13,Germany|France|Spain,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,I7ETN0QQO2AHZZGHJ389,KOMMUNALBANKEN AS,Norway,0.5364,0.0000,0.0000,,6,Germany|France|Netherlands,ja
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.3134,0.0012,0.0029,0.4308,29,Germany|France|Netherlands,nein
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,NNVPP80YIZGEY2314M97,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,0.3444,0.0000,0.0029,0.0000,23,Germany|France|Netherlands,nein
2025-12-31,549300X5UKJVE386ZB61,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,RRUN0TCQ1K2JDV7MXO75,Oberbank AG,Austria,0.5800,0.0001,0.0018,0.0340,36,Germany|Netherlands|France,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,0.3614,0.0000,0.0353,0.0000,15,United Kingdom|Germany|United States,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,0.3351,0.0000,0.0138,0.0034,15,United Kingdom|United States|Germany,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,724500973ODKK3IFQ447,Adyen N.V.,Netherlands,0.3653,0.0008,0.0428,0.0196,15,United Kingdom|Germany|United States,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.3465,0.0000,0.0000,,7,United Kingdom|Germany|Denmark,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,724500PMK2A2M1SQQ228,Triodos Bank N.V.,Netherlands,0.3517,0.0000,0.0001,0.0000,9,United Kingdom|Germany|Spain,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,7437003B5WFBOIEFY714,OP Osuuskunta,Finland,0.3215,0.0001,0.0002,0.3333,10,Sweden|Germany|Denmark,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,7437005892K69S3MW344,Säästöpankkiliitto osk,Finland,0.3379,0.0023,0.0023,1.0000,6,Sweden|Germany|Denmark,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,7437006WYM821IJ3MN73,Ålandsbanken Abp,Finland,0.4603,0.0000,0.0000,0.0000,8,Sweden|Denmark|Switzerland,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,743700PW2HDTPU3YRJ31,POP Pankkikeskus osk,Finland,0.4153,0.0006,0.0006,1.0000,6,Sweden|Germany|Denmark,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,784F5XWPLTWKTBV3E584,Goldman Sachs Bank Europe SE,Germany,0.3210,0.0001,0.0002,0.6848,9,United Kingdom|Denmark|Netherlands,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,7V6Z97IO7R1SEAO84Q32,SpareBank 1 SMN,Norway,0.4259,0.0000,0.0046,0.0090,10,Sweden|Denmark|Germany,nein
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,81560087340FCB8D6D66,MEDIOCREDITO CENTRALE - BANCA DEL MEZZOGIORNO SPA,Italy,0.4481,0.0000,0.0261,0.0001,12,United Kingdom|Germany|Switzerland,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,815600E4E6DCD2D25E30,BANCO BPM SOCIETA' PER AZIONI,Italy,0.3649,0.0000,0.0023,0.0005,10,United Kingdom|Germany|Denmark,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,95980020140005220135,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,0.3125,0.0000,0.0008,0.0029,8,United Kingdom|Germany|Denmark,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,95980020140005881190,Banco de Crédito Social Cooperativo,Spain,0.3107,0.0025,0.0045,0.5582,9,Germany|United Kingdom|Sweden,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,969500F7JLTX36OUI695,RCI Banque,France,0.3807,0.0000,0.0702,0.0000,8,United Kingdom|Germany|Italy,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.4442,0.0000,0.0020,0.0000,9,United Kingdom|Germany|Switzerland,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,9DJT3UXIJIZJI4WXO774,Bank of America Europe Designated Activity Company,Ireland,0.4628,0.0151,0.0702,0.2157,14,United Kingdom|Germany|Switzerland,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.3797,0.0000,0.0128,0.0032,13,United Kingdom|Germany|Italy,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,Netherlands,0.5023,0.0025,0.0170,0.1475,8,United Kingdom|Germany|Sweden,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,Netherlands,0.4312,0.0002,0.0702,0.0025,13,United Kingdom|Germany|Sweden,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.3104,0.0000,0.0569,0.0001,12,United Kingdom|Germany|United States,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,MAES062Z21O4RZ2U7M96,Danske Bank A/S,Denmark,0.5078,0.0017,0.0017,1.0000,5,Sweden|United Kingdom|Germany,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,MLU0ZO3ML4LN2LL2TL39,HSBC Continental Europe,France,0.3603,0.0002,0.0702,0.0025,16,Germany|United Kingdom|Italy,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.3064,0.0047,0.0209,0.2263,11,Germany|United Kingdom|Sweden,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,NHBDILHZTYCNBV5UYZ31,Svenska Handelsbanken - gruppen,Sweden,0.3140,0.0002,0.0054,0.0291,14,United Kingdom|United States|Netherlands,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,O2RNE8IBXP4R0TD8PU41,Société générale S.A.,France,0.3148,0.0000,0.0264,0.0001,15,Germany|United Kingdom|Australia,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,R0MUWSFPU8MPRO8K5P83,BNP Paribas,France,0.3031,0.0000,0.0108,0.0034,15,United Kingdom|Germany|Italy,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,R7CQUF1DQM73HUTV1078,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,0.3102,0.0000,0.0047,0.0055,10,Germany|Sweden|United Kingdom,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,SI5RG2M0WQQLZCXKRM20,"Banco de Sabadell, S.A.",Spain,0.3203,0.0003,0.0005,0.4858,9,United Kingdom|Germany|Netherlands,ja
2025-12-31,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,WFLLPEPC7FZXENRZV188,THE BANK OF NEW YORK MELLON,Belgium,0.3106,0.0017,0.0702,0.0245,12,Germany|United Kingdom|Italy,ja
2025-12-31,5967007LIEEXZX8UHK11,SPAREBANK 1 SOGN OG FJORDANE,Norway,743700PW2HDTPU3YRJ31,POP Pankkikeskus osk,Finland,0.3201,0.0000,0.0006,0.0084,14,Sweden|Denmark|Belgium,ja
2025-12-31,5967007LIEEXZX8UHK11,SPAREBANK 1 SOGN OG FJORDANE,Norway,7V6Z97IO7R1SEAO84Q32,SpareBank 1 SMN,Norway,0.5234,0.0000,0.0011,0.0044,19,Sweden|Denmark|Finland,nein
2025-12-31,5967007LIEEXZX8UHK11,SPAREBANK 1 SOGN OG FJORDANE,Norway,K8MS7FD7N5Z2WQ51AZ71,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,0.3976,0.0011,0.0011,0.9887,23,Denmark|United States|Sweden,ja
2025-12-31,5967007LIEEXZX8UHK11,SPAREBANK 1 SOGN OG FJORDANE,Norway,MAES062Z21O4RZ2U7M96,Danske Bank A/S,Denmark,0.3175,0.0000,0.0011,0.0042,11,Sweden|Finland|Belgium,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,0.6645,0.0090,0.0138,0.6510,76,United Kingdom|France|United States,nein
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,636700HER4JIK7GZUN17,Klarna - Grupp,Sweden,0.4096,0.0000,0.0000,,6,United States|United Kingdom|Netherlands,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,6SHGI4ZSSLCXXQSBB395,Citigroup Global Markets Europe AG,Germany,0.3472,0.0015,0.0052,0.2815,49,United Kingdom|France|Netherlands,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,724500973ODKK3IFQ447,Adyen N.V.,Netherlands,0.7839,0.0003,0.0353,0.0081,55,United Kingdom|United States|Germany,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.3042,0.0000,0.0000,,13,United Kingdom|France|Luxembourg,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,724500PMK2A2M1SQQ228,Triodos Bank N.V.,Netherlands,0.3463,0.0001,0.0001,0.9129,17,United Kingdom|France|Germany,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,784F5XWPLTWKTBV3E584,Goldman Sachs Bank Europe SE,Germany,0.6445,0.0001,0.0002,0.3152,21,United Kingdom|France|Netherlands,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,0.4442,0.0159,0.0353,0.4512,69,United States|United Kingdom|Luxembourg,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,81560087340FCB8D6D66,MEDIOCREDITO CENTRALE - BANCA DEL MEZZOGIORNO SPA,Italy,0.5078,0.0000,0.0261,0.0013,29,United Kingdom|United States|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,815600AD83B2B6317788,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,0.4239,0.0000,0.0007,0.0084,25,United States|United Kingdom|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,815600E4E6DCD2D25E30,BANCO BPM SOCIETA' PER AZIONI,Italy,0.3530,0.0001,0.0023,0.0497,29,United Kingdom|France|Netherlands,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,8I5DZWZKVSZI1NUHU748,J.P. Morgan SE,Germany,0.4634,0.0256,0.0353,0.7266,76,United Kingdom|United States|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,9695005MSX1OYEMGDF46,Natixis,France,0.3372,0.0134,0.0353,0.3810,74,United States|United Kingdom|Luxembourg,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.3724,0.0000,0.0020,0.0000,22,United Kingdom|France|Netherlands,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,9DJT3UXIJIZJI4WXO774,Bank of America Europe Designated Activity Company,Ireland,0.4304,0.0131,0.0353,0.3727,57,United Kingdom|France|Netherlands,nein
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.4888,0.0001,0.0128,0.0115,35,United Kingdom|United States|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,Netherlands,0.4699,0.0000,0.0170,0.0000,13,United Kingdom|France|Luxembourg,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,Netherlands,0.4414,0.0024,0.0353,0.0675,42,United Kingdom|United States|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,DG3RU1DBUFHT4ZF9WN62,Coöperatieve Rabobank U.A.,Netherlands,0.4784,0.0093,0.0353,0.2628,81,United States|United Kingdom|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,Germany,0.5569,0.0018,0.0353,0.0516,79,United States|United Kingdom|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,Germany,0.5160,0.0150,0.0353,0.4243,59,United Kingdom|United States|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,Germany,0.3552,0.0027,0.0064,0.4195,24,United Kingdom|United States|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.4028,0.0009,0.0353,0.0252,41,United Kingdom|France|United States,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,NHBDILHZTYCNBV5UYZ31,Svenska Handelsbanken - gruppen,Sweden,0.3523,0.0024,0.0054,0.4351,78,United Kingdom|Netherlands|United States,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,QLPCKOOKVX32FUELX240,Bank Polska Kasa Opieki S.A.,Poland,0.3141,0.0074,0.0353,0.2109,69,United Kingdom|United States|Netherlands,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,SI5RG2M0WQQLZCXKRM20,"Banco de Sabadell, S.A.",Spain,0.6068,0.0000,0.0005,0.0113,25,United Kingdom|France|Netherlands,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,TUKDD90GPC79G1KOE162,Hamburg Commercial Bank AG,Germany,0.4212,0.0267,0.0353,0.7561,37,United Kingdom|United States|France,ja
2025-12-31,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,VDYMYTQGZZ6DU0912C88,Bayerische Landesbank,Germany,0.3375,0.0031,0.0041,0.7595,85,United Kingdom|France|Netherlands,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,724500973ODKK3IFQ447,Adyen N.V.,Netherlands,0.5393,0.0018,0.0138,0.1292,58,United Kingdom|United States|France,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,724500PMK2A2M1SQQ228,Triodos Bank N.V.,Netherlands,0.3170,0.0000,0.0001,0.4955,17,United Kingdom|France|Germany,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,784F5XWPLTWKTBV3E584,Goldman Sachs Bank Europe SE,Germany,0.7990,0.0000,0.0002,0.0049,21,United Kingdom|France|Luxembourg,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,81560087340FCB8D6D66,MEDIOCREDITO CENTRALE - BANCA DEL MEZZOGIORNO SPA,Italy,0.4287,0.0023,0.0138,0.1702,31,United Kingdom|France|United States,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,9DJT3UXIJIZJI4WXO774,Bank of America Europe Designated Activity Company,Ireland,0.3387,0.0109,0.0138,0.7894,59,United Kingdom|France|United States,nein
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.3686,0.0001,0.0128,0.0055,35,United Kingdom|France|United States,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,Netherlands,0.4051,0.0000,0.0138,0.0000,14,United Kingdom|France|Luxembourg,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,Netherlands,0.3628,0.0018,0.0138,0.1278,40,United Kingdom|France|United States,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,Germany,0.3037,0.0070,0.0138,0.5073,59,United Kingdom|France|United States,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.3187,0.0000,0.0138,0.0013,41,United Kingdom|France|United States,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,NHBDILHZTYCNBV5UYZ31,Svenska Handelsbanken - gruppen,Sweden,0.3188,0.0027,0.0054,0.5030,87,United Kingdom|United States|Netherlands,ja
2025-12-31,635400C8EK6DRI12LJ39,Bank of Ireland Group plc,Ireland,SI5RG2M0WQQLZCXKRM20,"Banco de Sabadell, S.A.",Spain,0.9181,0.0000,0.0005,0.0065,27,United Kingdom|France|Germany,ja
2025-12-31,635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,Romania,636700HER4JIK7GZUN17,Klarna - Grupp,Sweden,0.5097,0.0000,0.0000,,5,Germany|United States|United Kingdom,ja
2025-12-31,635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,Romania,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.3629,0.0000,0.0000,,11,Germany|France|Belgium,ja
2025-12-31,635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,Romania,724500SF1CI8OD5AHI07,HCBG Holding B.V.,Netherlands,0.3376,0.0000,0.0000,0.2157,18,Germany|France|Italy,ja
