lei,scope,refPeriod,bank_name,home_country,largest_country,n_countries,total_exposure_eur,domestic_share,country_hhi,x28_share,reliable
213800RZWHE5EUX9R444,CON,2025-12-31,Luminor Holding AS,Estonia,Lithuania,63,13809701316.37,0.1983,0.3666,0.0000,true
213800TC9PZRBHMJW403,CON,2025-06-30,MDB Group Limited,Malta,Norway,26,4058.64,0.0139,0.3377,0.0000,true
213800TC9PZRBHMJW403,CON,2025-12-31,MDB Group Limited,Malta,Netherlands,22,4133.86,0.1037,0.3532,0.0000,true
213800UIIZ6YSEQB5S26,CON,2025-12-31,Clearstream Fund Centre Holding S.A.,Luxembourg,Luxembourg,8,56983777.89,0.5261,0.4091,0.0000,true
213800UYAHIRLZ4NSN67,IND,2025-12-31,Lån & Spar Bank A/S,Denmark,Denmark,4,4835330058.53,0.8651,0.7695,0.0025,true
22210058UCKT3BJTCN24,CON,2025-12-31,OTP Luxembourg S.à r.l.,Luxembourg,Slovenia,69,9500064000.00,0.0091,0.6907,0.0000,true
254900RNFMDM0P11YR84,CON,2025-06-30,Atlantic Lux HoldCo S.à r.l.,Luxembourg,United States,26,36772857287.69,0.0036,0.1093,0.0000,true
259400DZXF7UJKK2AY35,CON,2025-06-30,mBank S.A.,Poland,Poland,36,39779002851.80,0.9341,0.8745,0.0000,true
259400DZXF7UJKK2AY35,CON,2025-12-31,mBank S.A.,Poland,Poland,47,41304178447.92,0.9349,0.8760,0.0000,true
259400LGXW3K0GDAG361,CON,2025-06-30,Santander Bank Polska S.A.,Poland,Poland,176,47583339674.21,0.9753,0.9513,0.0000,true
259400LGXW3K0GDAG361,CON,2025-12-31,Santander Bank Polska S.A.,Poland,Poland,176,43582984614.82,0.9784,0.9574,0.0000,true
259400OFDZ9KPZEO8K78,CON,2025-06-30,BANK MILLENNIUM SA,Poland,Poland,1,88551552484.00,1.0000,1.0000,0.0000,true
259400QHDOZWMJ103294,CON,2025-12-31,ALIOR BANK S.A.,Poland,Poland,24,17003504520.00,0.9885,0.9772,0.0001,true
259400YLRTOBISHBVX41,CON,2025-06-30,ING Bank Slaski S.A.,Poland,Poland,17,39862.84,0.9820,0.9677,0.0018,true
259400YLRTOBISHBVX41,CON,2025-12-31,ING Bank Slaski S.A.,Poland,Poland,26,41827858554.71,0.9858,0.9725,0.0003,true
2G5BKIC2CB69PRJH1W31,IND,2025-06-30,Barclays Bank Ireland plc,Ireland,France,55,24197149872.50,0.0630,0.1005,0.0142,true
2G5BKIC2CB69PRJH1W31,IND,2025-12-31,Barclays Bank Ireland plc,Ireland,France,59,26235254873.95,0.0562,0.1061,0.0230,true
2W8N8UU78PMDQKZENC08,CON,2025-06-30,Intesa Sanpaolo S.p.A.,Italy,Italy,111,496010000000.00,0.7161,0.5175,0.0000,true
2W8N8UU78PMDQKZENC08,CON,2025-12-31,Intesa Sanpaolo S.p.A.,Italy,Italy,113,503746000000.00,0.7122,0.5122,0.0000,true
2ZCNRR8UK83OBTEK2170,CON,2025-06-30,UniCredit Bank GmbH,Germany,Germany,27,195247000000.00,0.6354,0.4258,0.0105,true
2ZCNRR8UK83OBTEK2170,CON,2025-12-31,UniCredit Bank GmbH,Germany,Germany,27,188510000000.00,0.6439,0.4331,0.0076,true
3157002JBFAI478MD587,CON,2025-06-30,"Tatra banka, a.s.",Slovakia,Slovakia,42,16605310008.00,0.9443,0.8926,0.0000,true
3157002JBFAI478MD587,CON,2025-12-31,"Tatra banka, a.s.",Slovakia,Slovakia,42,17570075737.00,0.9443,0.8924,0.0000,true
315700E9POA724IWFP59,CON,2025-06-30,J&amp;T FINANCE GROUP SE,Czechia,Slovakia,36,9810077020.19,0.3091,0.2695,0.0000,true
315700E9POA724IWFP59,CON,2025-12-31,J&amp;T FINANCE GROUP SE,Czechia,Slovakia,37,10274925188.38,0.3204,0.2689,0.0000,true
315700K45LRKNGMUIW27,IND,2025-06-30,"Prima banka Slovensko, a.s.",Slovakia,Slovakia,5,5575.00,0.9399,0.8851,0.0000,true
315700K45LRKNGMUIW27,IND,2025-12-31,"Prima banka Slovensko, a.s.",Slovakia,Slovakia,5,5890.00,0.9526,0.9087,0.0000,true
39120001JPAYYPDRNN92,IND,2025-12-31,Deutsche Bausparkasse Badenia Aktiengesellschaft,Germany,Germany,36,6369185977.02,0.9531,0.9088,0.0000,true
391200EEGLNXBBCVKC73,CON,2025-12-31,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,Germany,Germany,157,37641128216.83,0.8215,0.6802,0.0000,true
3DM5DPGI3W6OU6GJ4N92,CON,2025-12-31,BANCO BPI S.A.,Portugal,Portugal,15,32876925469.14,0.9748,0.9528,0.0013,true
3H0Q3U74FVFED2SHZT16,CON,2025-06-30,MBH bankcsoport,Hungary,Hungary,110,14069174385.68,0.9896,0.9793,0.0000,true
3H0Q3U74FVFED2SHZT16,CON,2025-12-31,MBH bankcsoport,Hungary,Hungary,106,15111765697.57,0.9898,0.9797,0.0000,true
3TK20IVIUJ8J3ZU0QE75,CON,2025-12-31,ING Bank N.V.,Netherlands,Netherlands,203,1010121517695.84,0.2288,0.1081,0.0000,true
485100FX5Y9YLAQLNP12,CON,2025-12-31,Revolut Holdings Europe UAB,Lithuania,Lithuania,44,5150543160.05,0.2145,0.1427,0.1416,true
5299002GPCR602QYJC04,CON,2025-12-31,KfW Beteiligungsholding GmbH,Germany,Germany,77,46165823300.37,0.3098,0.1180,0.0000,true
52990045V2BWJN669Q34,CON,2025-12-31,Wüstenrot Wohnungswirtschaft registrierte Genossenschaft mit beschränkter Haftung,Austria,Austria,27,2532804167.49,0.9527,0.9089,0.0000,true
5299005OACOC1C1OFJ11,IND,2025-12-31,Raiffeisen-Landesbank Tirol AG,Austria,Austria,36,4707679585.85,0.9057,0.8217,0.0000,true
5299005UJX6K7BQKV086,CON,2025-12-31,OTP banka d.d.,Croatia,Croatia,1,7580176196.82,1.0000,1.0000,0.0000,true
5299007S3UH5RKUYDA52,IND,2025-06-30,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Germany,60,47289051652.82,0.9400,0.8839,0.0000,true
5299007S3UH5RKUYDA52,IND,2025-12-31,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Germany,61,47344448570.28,0.9411,0.8861,0.0000,true
5299008I0TO44SUINZ71,IND,2025-12-31,Oldenburgische Landesbank Aktiengesellschaft,Germany,Germany,38,29408000000.00,0.6766,0.4742,0.0000,true
52990096Q5LMCH1WU462,CON,2025-12-31,"Československá obchodná banka, a.s.",Slovakia,Slovakia,16,13842.00,0.9629,0.9273,0.0000,true
5299009EHB4RBGMI5828,IND,2025-12-31,Raiffeisen Landesbank Kärnten und Revisionsverband eGen,Austria,Austria,37,2382.34,0.8567,0.7423,0.0000,true
529900BHRYZ464GFD289,CON,2025-12-31,GRENKE AG,Germany,Ireland,33,7913236853.15,0.2282,0.2302,0.0000,true
529900EKPN8EYA3AX590,IND,2025-12-31,Texim Bank AD,Bulgaria,Bulgaria,12,510727344.00,0.9445,0.8939,0.0000,true
529900FEID5L4H2T2L70,IND,2025-12-31,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Austria,21,2912.30,0.8232,0.6857,0.0000,true
529900GGYMNGRQTDOO93,CON,2025-12-31,BNG Bank N.V.,Netherlands,Netherlands,10,15987979625.74,0.8601,0.7465,0.0000,true
529900GM944JT8YIRL63,IND,2025-12-31,Münchener Hypothekenbank eG,Germany,Germany,66,46797165010.09,0.7607,0.5961,0.0000,true
529900HEKOENJHPNN480,CON,2025-12-31,Kuntarahoitus Oyj,Finland,Finland,11,1994563000.00,0.3168,0.1750,0.0000,true
529900HNOAA1KXQJUQ27,CON,2025-06-30,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Germany,1,280102634988.58,1.0000,1.0000,0.0000,true
529900HNOAA1KXQJUQ27,CON,2025-12-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Germany,128,347351202032.62,0.8341,0.7008,0.0021,true
529900I1UZV70CZRAU55,CON,2025-06-30,Raiffeisenbank Austria d.d.,Croatia,Croatia,18,2774538315.01,0.9810,0.9640,0.0008,true
529900I1UZV70CZRAU55,CON,2025-12-31,Raiffeisenbank Austria d.d.,Croatia,Croatia,19,4483531087.44,0.9552,0.9138,0.0004,true
529900IRBZTADXJB6757,CON,2025-12-31,flatexDEGIRO AG,Germany,Germany,76,679899995.75,0.5523,0.3454,0.0000,true
529900JG015JC10LED24,CON,2025-12-31,AS LHV Group,Estonia,Estonia,7,6557487010.33,0.8468,0.7423,0.0033,true
529900JZTYE3W7WQH904,CON,2025-06-30,HASPA Finanzholding,Germany,Germany,25,39355282134.33,0.9514,0.9224,0.0093,true
529900JZTYE3W7WQH904,CON,2025-12-31,HASPA Finanzholding,Germany,Germany,29,39237692384.12,0.9534,0.9094,0.0000,true
529900JZXXU699FCKK89,IND,2025-06-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Germany,61,71831311201.25,0.9703,0.9416,0.0000,true
529900JZXXU699FCKK89,IND,2025-12-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Germany,64,71044642578.84,0.9701,0.9411,0.0000,true
529900K16YGKC8BES892,IND,2025-06-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Germany,169,96962248801.70,0.9805,0.9614,0.0000,true
529900K16YGKC8BES892,IND,2025-12-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Germany,169,101235580999.69,0.9790,0.9585,0.0000,true
529900KRVTRP5RWP9K95,CON,2025-12-31,Santander Consumer Holding GmbH,Germany,Germany,11,40194670448.98,0.9149,0.8425,0.0009,true
529900LKIMB57HKF3545,CON,2025-12-31,Bank of China (Europe) S.A,Luxembourg,Portugal,33,5653123667.63,0.0574,0.0815,0.0276,true
529900ODI3047E2LIV03,CON,2025-06-30,Nordea Bank Abp,Finland,Sweden,182,381088265481.12,0.1889,0.2215,0.0000,true
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Sweden,175,392259994221.43,0.1869,0.2214,0.0000,true
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,United Arab Emirates,25,1404198012.00,0.0000,0.1281,0.8373,false
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Austria,39,9700775585.32,0.8282,0.6948,0.0000,true
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Bulgaria,1,614227.76,1.0000,1.0000,0.0000,true
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,United Kingdom,25,7837126.71,0.0000,0.2421,0.9862,false
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,France,28,8501750.56,0.0000,0.1696,0.9787,false
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Germany,49,32364187615.67,0.9348,0.8749,0.0000,true
529900SS7ZWCX82U3W60,IND,2025-12-31,DEUTSCHE BANK S.P.A.,Italy,Italy,79,24796969064.00,0.9488,0.9004,0.0000,true
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Germany,14,195704899881.35,0.4542,0.2530,0.0086,true
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Austria,60,21180.56,0.8393,0.7093,0.0000,true
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Malta,24,1080405285.97,0.9814,0.9633,0.0000,true
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Croatia,23,4296.63,0.0006,0.2324,0.0000,true
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,United Kingdom,10,215.30,0.1245,0.1397,0.0000,true
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Hungary,22,70097407440.59,0.4172,0.2528,0.0000,true
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Austria,78,33540699359.11,0.6158,0.4231,0.0000,true
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Austria,79,34960720918.57,0.6225,0.4296,0.0000,true
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Poland,123,51466445108.35,0.9629,0.9273,0.0000,true
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Poland,123,54123735904.39,0.9665,0.9342,0.0000,true
5493000LM0MZ4JPMGM90,CON,2025-12-31,"Santander Consumer Finance, S.A.",Spain,Germany,123,114434594450.72,0.1229,0.1834,0.0000,true
5493000UPYR7EEHN2R94,CON,2025-12-31,"Gorenjska banka d.d., Kranj",Slovenia,Andorra,62,2609230.64,0.0000,0.7885,0.0000,true
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Austria,33,342933636.03,0.0000,0.4230,0.0000,true
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Denmark,14,4077533756.04,0.9981,0.9961,0.0000,true
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Romania,55,12728198819.85,0.9831,0.9665,0.0000,true
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Sweden,1,11591709178.64,1.0000,1.0000,0.0000,true
54930056IRBXK0Q1FP96,CON,2025-06-30,"Abanca Corporacion Bancaria, S.A.",Spain,Spain,3,46923999780.00,0.7929,0.6629,0.0000,true
54930060Q00W1SRIUI57,IND,2025-12-31,vdk bank,Belgium,Belgium,32,4655256775.05,0.8461,0.7226,0.0000,true
5493006QMFDDMYWIAM13,CON,2025-12-31,"Banco Santander, S.A.",Spain,United Kingdom,133,1102308000000.00,0.2008,0.1316,0.0015,true
5493007BWYDPQZLZ0Y27,CON,2025-12-31,HYPO NOE Landesbank für Niederösterreich und Wien AG,Austria,Austria,30,6728932000.00,0.7588,0.5836,0.0000,true
5493007S4JE930SIUE86,CON,2025-06-30,ING Holding Deutschland GmbH,Germany,Germany,110,148588465501.35,0.8830,0.7807,0.0000,true
5493007S4JE930SIUE86,CON,2025-12-31,ING Holding Deutschland GmbH,Germany,Germany,112,154392030792.62,0.8666,0.7522,0.0000,true
5493007SWCCN9S3J2748,CON,2025-12-31,Bigbank AS,Estonia,Estonia,25,1850826298.09,0.4077,0.3277,0.0000,true
5493008QOCP58OLEN998,CON,2025-06-30,Investeringsmaatschappij Argenta - Société d'investissements Argenta - Investierungsgesellschaft Arg,Belgium,Netherlands,87,50875081554.37,0.4452,0.4534,0.0000,true
5493008QRHH0XCLJ4238,CON,2025-06-30,BRD-Groupe Société Générale SA,Romania,Romania,1,11143490126.22,1.0000,1.0000,0.0000,true
5493008QRHH0XCLJ4238,CON,2025-12-31,BRD-Groupe Société Générale SA,Romania,Romania,136,11624378651.67,0.9858,0.9718,0.0000,true
5493009EIBTCB1X12G89,CON,2025-12-31,LGT Group Foundation,Liechtenstein,Switzerland,124,17131862547.18,0.1556,0.0921,0.0631,true
5493009ML6YX83YHC820,CON,2025-06-30,Argenta Bank- en Verzekeringsgroep NV,Belgium,Netherlands,87,50875081554.37,0.4452,0.4534,0.0000,true
5493009ML6YX83YHC820,CON,2025-12-31,Argenta Bank- en Verzekeringsgroep NV,Belgium,Netherlands,100,51788641109.25,0.4382,0.4535,0.0000,true
549300A2F46GR0UOM390,CON,2025-06-30,Erste&Steiermärkische Bank d.d.,Croatia,Croatia,106,10966523466.41,0.9246,0.8595,0.0000,true
549300A2F46GR0UOM390,CON,2025-12-31,Erste&Steiermärkische Bank d.d.,Croatia,Croatia,109,11571851916.77,0.9211,0.8531,0.0000,true
549300C6TUMDXNOVXS82,CON,2025-06-30,Länsförsäkringar Bank AB - gruppen,Sweden,Sweden,4,42829617330.00,0.9904,0.9810,0.0000,true
549300C6TUMDXNOVXS82,CON,2025-12-31,Länsförsäkringar Bank AB - gruppen,Sweden,Sweden,4,44874625076.03,0.9879,0.9759,0.0000,true
549300DVPJYGNF2P7B03,CON,2025-06-30,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,Austria,82,18723751593.34,0.7755,0.6147,0.0000,true
549300DVPJYGNF2P7B03,CON,2025-12-31,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,Austria,86,19033511342.86,0.7718,0.6093,0.0000,true
549300DYPOFMXOR7XM56,CON,2025-06-30,Crelan,Belgium,Belgium,101,52917904470.96,0.9870,0.9741,0.0000,true
549300DYPOFMXOR7XM56,CON,2025-12-31,Crelan,Belgium,Belgium,104,54285400950.66,0.9850,0.9702,0.0000,true
549300EHNXQVOI120S55,CON,2025-06-30,Coop Pank AS,Estonia,Estonia,20,2045669407.45,0.9815,0.9634,0.0000,true
549300EHNXQVOI120S55,CON,2025-12-31,Coop Pank AS,Estonia,Estonia,21,2166438266.34,0.9813,0.9631,0.0000,true
549300FH0WJAPEHTIQ77,IND,2025-12-31,BofA Securities Europe SA,France,Luxembourg,51,17474531873.14,0.1551,0.1167,0.0001,true
549300GKFG0RYRRQ1414,CON,2025-06-30,DNB BANK ASA,Norway,Norway,28,207910104847.51,0.7999,0.6594,0.0094,true
549300GKFG0RYRRQ1414,CON,2025-12-31,DNB BANK ASA,Norway,Norway,29,209875508603.31,0.8027,0.6519,0.0000,true
549300HFEHJOXGE4ZE63,CON,2025-06-30,SFIL S.A.,France,France,12,3227465826.39,0.4729,0.2849,0.0090,true
549300HFEHJOXGE4ZE63,CON,2025-12-31,SFIL S.A.,France,France,11,3133964150.77,0.5204,0.3310,0.0090,true
549300HUKIA1IZQHFZ83,IND,2025-12-31,Erste Bank der oesterreichischen Sparkassen AG,Austria,Austria,91,36578.88,0.9641,0.9300,0.0000,true
549300IQZVZ949N37S44,CON,2025-06-30,Euroclear Holding,Belgium,Belgium,65,1938129298.00,0.3545,0.1895,0.0000,true
549300IQZVZ949N37S44,CON,2025-12-31,Euroclear Holding,Belgium,Belgium,68,1952726359.00,0.3976,0.2251,0.0000,true
549300IRGNL8Q3O8Y413,IND,2025-12-31,Eurobank Bulgaria,Bulgaria,Bulgaria,17,10174602590.10,0.9362,0.8781,0.0000,true
549300J0GSZ83GTKBZ89,CON,2025-12-31,OTP banka d.d.,Slovenia,Slovenia,69,9504389000.00,0.8295,0.6913,0.0000,true
549300JB1P61FUTPEZ75,CON,2025-06-30,"Všeobecná úverová banka, a.s.",Slovakia,Slovakia,52,21414586082.00,0.8157,0.6717,0.0000,true
549300JB1P61FUTPEZ75,CON,2025-12-31,"Všeobecná úverová banka, a.s.",Slovakia,Slovakia,54,21852767087.00,0.8130,0.6678,0.0000,true
549300JSC82O1L4XV837,CON,2025-12-31,Nordnet - Grupp,Sweden,Denmark,4,4364672065.99,0.3298,0.3335,0.0000,true
549300L7YCATGO57ZE10,CON,2025-06-30,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,Italy,138,6126609318.00,0.8307,0.6949,0.0000,true
549300L7YCATGO57ZE10,CON,2025-12-31,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,Italy,142,5714250493.00,0.8617,0.7457,0.0000,true
549300LYFYVPUCG6SY25,CON,2025-12-31,"Banco Cooperativo Español, S.A.",Spain,Spain,14,1612210971.00,0.6124,0.4138,0.0000,true
549300M2IHOB9P5WE714,IND,2025-12-31,Swissquote Bank Europe S.A,Luxembourg,France,9,217965775.67,0.3756,0.3435,0.0000,true
549300M6HRHPF3NQBP83,IND,2025-12-31,SPAREBANK 1 BOLIGKREDITT AS,Norway,Norway,3,29091357853.80,0.9883,0.9768,0.0000,true
549300MM2G2LFEPR2M50,IND,2025-12-31,Skandiabanken Aktiebolag (publ),Sweden,Sweden,3,11662107095.42,0.9906,0.9814,0.0000,true
549300ND1MQ8SNNYMJ22,CON,2025-12-31,AS SEB Pank,Estonia,Estonia,3,8129510552.00,0.9334,0.9011,0.0160,true
549300NYKK9MWM7GGW15,CON,2025-06-30,ING Groep N.V.,Netherlands,Netherlands,207,979062940044.84,0.2244,0.1069,0.0000,true
549300NYKK9MWM7GGW15,CON,2025-12-31,ING Groep N.V.,Netherlands,Netherlands,203,1010222467431.53,0.2288,0.1081,0.0000,true
549300O2UN9JLME31F08,IND,2025-12-31,UniCredit Banka Slovenija d.d.,Slovenia,Slovenia,32,2271456.00,0.9802,0.9611,0.0000,true
549300O3HXYXXUHR0897,CON,2025-12-31,Klarna - Grupp,Sweden,Germany,7,10886339570.84,0.1485,0.2658,0.0455,true
549300OL514RA0SXJJ44,IND,2025-12-31,Clearstream Banking S.A.,Luxembourg,United Kingdom,21,194848783.39,0.2579,0.2749,0.0000,true
549300OLBL49CW8CT155,CON,2025-06-30,"Ibercaja Banco, S.A.",Spain,Spain,1,31319493000.00,1.0000,1.0000,0.0000,true
549300OLBL49CW8CT155,CON,2025-12-31,"Ibercaja Banco, S.A.",Spain,Spain,1,32087397000.00,1.0000,1.0000,0.0000,true
549300PZMFIQR79Q0T97,CON,2025-12-31,Íslandsbanki hf.,Iceland,Iceland,6,10928932770.00,0.9574,0.9543,0.0199,true
549300Q3OIWRHQUQM052,CON,2025-12-31,SpareBank 1 Sør-Norge,Norway,Norway,26,49768399221.68,0.9765,0.9536,0.0000,true
549300RFKNCOX56F8591,CON,2025-06-30,RAIFFEISEN BANK S.A.,Romania,Austria,7,157031.59,0.0000,0.4131,0.2287,true
549300RFKNCOX56F8591,CON,2025-12-31,RAIFFEISEN BANK S.A.,Romania,Germany,7,295404.21,0.0000,0.2740,0.6022,false
549300RG3H390KEL8896,CON,2025-12-31,Banca Transilvania,Romania,Romania,84,16331563677.06,0.8965,0.8061,0.0000,true
549300S2T3FWVVXWJI89,CON,2025-06-30,"Slovenská sporiteľňa, a.s.",Slovakia,Slovakia,75,21843906.00,0.9754,0.9516,0.0000,true
549300S2T3FWVVXWJI89,CON,2025-12-31,"Slovenská sporiteľňa, a.s.",Slovakia,Slovakia,81,22720953.00,0.9745,0.9498,0.0000,true
549300SBPFE9JX7N8J82,IND,2025-12-31,AB SEB bankas,Lithuania,Lithuania,10,9340370794.72,0.9582,0.9456,0.0144,true
549300SXM92LQ05OJQ76,CON,2025-12-31,Sparebank 1 Nord-Norge SPA,Norway,Norway,18,18128388460.63,0.9924,0.9849,0.0000,true
549300TEJKOLFN65KR76,IND,2025-12-31,BNF Bank plc,Malta,Malta,19,514563535.29,0.9449,0.8934,0.0000,true
549300TJREQ7GHIXWR36,IND,2025-06-30,Swedbank Hypotek AB,Sweden,Sweden,10,100152113830.79,0.9993,0.9987,0.0001,true
549300TJREQ7GHIXWR36,IND,2025-12-31,Swedbank Hypotek AB,Sweden,Sweden,10,103465470350.00,0.9993,0.9987,0.0001,true
549300TK038P6EV4YU51,CON,2025-12-31,AB Artea bankas,Lithuania,Lithuania,9,2731578750.00,0.9948,0.9904,0.0004,true
549300TL5406IC1XKD09,CON,2025-12-31,Saxo Bank A/S,Denmark,Denmark,71,27438.96,0.4846,0.2589,0.0001,true
549300TLZPT6JELDWM92,CON,2025-12-31,Landsbankinn hf.,Iceland,Iceland,17,13725.35,0.9766,0.9799,0.0134,true
549300TRUWO2CD2G5692,CON,2025-06-30,"UNICREDIT, SOCIETA' PER AZIONI",Italy,Italy,102,532060996806.00,0.3337,0.1860,0.0003,true
549300TRUWO2CD2G5692,CON,2025-12-31,"UNICREDIT, SOCIETA' PER AZIONI",Italy,Italy,106,538763722845.00,0.3312,0.1824,0.0060,true
549300TTZTKBUFKWH890,CON,2025-12-31,The Cyprus Development Bank Public Company Ltd,Cyprus,Cyprus,6,211699.45,0.9046,0.8415,0.0128,true
549300U4LIZV0REEQQ46,CON,2025-06-30,"Kutxabank, S.A.",Spain,Spain,1,51944149150.00,1.0000,1.0000,0.0000,true
549300U4LIZV0REEQQ46,CON,2025-12-31,"Kutxabank, S.A.",Spain,Spain,1,52707808000.00,1.0000,1.0000,0.0000,true
549300UARE5MHTBUPJ19,CON,2025-12-31,Promontoria 19 Coöperatie U.A.,Netherlands,France,179,10869694386.30,0.0010,0.6713,0.0002,true
549300UOX05QGUJJ5707,IND,2025-12-31,Stadshypotek AB,Sweden,Sweden,76,144202393781.51,0.9088,0.8326,0.0000,true
549300URJH9VSI58CS32,CON,2025-12-31,"Banco Santander Totta, SA",Portugal,Portugal,16,35256125125.43,0.9416,0.8871,0.0000,true
549300UY81ESCZJ0GR95,CON,2025-06-30,First Investment Bank,Bulgaria,Bulgaria,17,5900985.90,0.9128,0.8377,0.0000,true
549300UY81ESCZJ0GR95,CON,2025-12-31,First Investment Bank,Bulgaria,Switzerland,17,6247252069.70,0.0001,0.8397,0.0000,true
549300V1VN70Q7PQ7234,CON,2025-06-30,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,Italy,28,41119217244.00,0.5511,0.1789,0.0000,true
549300V1VN70Q7PQ7234,CON,2025-12-31,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,Italy,26,28446818963.00,0.3450,0.1750,0.0000,true
549300VRM6G42M8OWN49,CON,2025-12-31,Sparebank 1 Østlandet,Norway,Norway,1,28742587866.65,1.0000,1.0000,0.0000,true
549300X34UUBDEUL1Z91,CON,2025-06-30,HSBC Bank Malta p.l.c.,Malta,Malta,18,2874261563.00,0.9622,0.9409,0.0078,true
549300X34UUBDEUL1Z91,CON,2025-12-31,HSBC Bank Malta p.l.c.,Malta,Malta,20,2841877895.00,0.9612,0.9382,0.0074,true
549300XGJX6FOWLOI640,IND,2025-12-31,FIDEURAM - INTESA SANPAOLO PRIVATE BANKING S.P.A.,Italy,Italy,98,9100265567.00,0.7230,0.5314,0.0000,true
549300XWJHRKLHU2PS28,CON,2025-12-31,ERSTE csoport,Hungary,Hungary,8,7708290200.00,0.9749,0.9508,0.0000,true
549300YW95G1VBBGGV07,CON,2025-12-31,"AS ""SEB banka""",Latvia,Latvia,46,4006901549.00,0.9412,0.8871,0.0000,true
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Bulgaria,44,16560166934.10,0.6792,0.5557,0.0000,true
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Sweden,1,5533358802.45,1.0000,1.0000,0.0000,true
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Croatia,128,15792032895.44,0.7276,0.5609,0.0000,true
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,France,109,74705409378.18,0.0751,0.0754,0.0000,true
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Norway,1,3692373785.29,1.0000,1.0000,0.0000,true
5967007LIEEXZX5PU005,CON,2025-12-31,Sparebanken Møre SPA,Norway,Norway,17,9753326640.00,0.9965,0.9931,0.0000,true
5967007LIEEXZX8UHK11,CON,2025-12-31,SPAREBANK 1 SOGN OG FJORDANE,Norway,Norway,29,7654063728.65,0.9958,0.9917,0.0000,true
5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,"National Bank of Greece, S.A.",Greece,Greece,4,91863000000.00,0.9556,0.9139,0.0000,true
