lei,scope,refPeriod,bank_name,country,institution_type,kredite_eur,npe_eur,npl_quote,forborne_performing_eur,vorstufe_quote,forborne_non_performing_eur,npf_quote,vorstufe_verhaeltnis,wb_npe_eur,wb_vorzeichen,deckungsquote,npl_unter_median,fruehwarnung
F3JS33DEI6XQ4ZBPTN86,CON,2025-12-31,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,194566803695.65,971381910.82,0.004993,1026902485.79,0.005278,446257658.03,0.002294,1.0572,-327626962.77,negativ,0.337279,ja,nein
FR9695005MSX1OYEMGDF,CON,2025-12-31,Groupe BPCE,France,Large highest EEA,1012638000000.00,27400000000.00,0.027058,3696000000.00,0.003650,8395000000.00,0.008290,0.1349,,,,nein,nein
G8ZTNESVNKW4NN761W05,CON,2025-12-31,ABN AMRO Clearing Bank N.V.,Netherlands,Large subsidiaries,29025456968.00,1363782.00,0.000047,,,,,,-1362008.00,negativ,0.998699,ja,nein
GDI8P8WHFH4PS5YTU851,CON,2025-12-31,"HAITONG BANK, S.A.",Portugal,Other highest EEA,917248114.11,36408853.59,0.039694,7420524.54,0.008090,27522849.23,0.030006,0.2038,-20634938.42,negativ,0.566756,nein,nein
GTQYZJON3I7SXRNJTT73,IND,2025-12-31,BSK 1818 AG,Germany,Large subsidiaries,29920507947.60,747906424.24,0.024996,471074616.30,0.015744,400792608.70,0.013395,0.6299,,,,nein,nein
H0YX5LBGKDVOWCXBZ594,CON,2025-12-31,SBAB Bank AB - Grupp,Sweden,Large highest EEA,51155058997.58,75557096.54,0.001477,3593421.81,0.000070,3937452.69,0.000077,0.0476,-12912907.14,negativ,0.170903,ja,nein
H8MIG1MMPR6JXUQVBM04,IND,2025-12-31,Bank BPH S.A.,Poland,Other highest EEA,232228.42,20613.07,0.088762,114.96,0.000495,2658.63,0.011448,0.0056,17104.34,positiv,0.829781,nein,nein
I6SS27Q1Q3385V753S50,IND,2025-12-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,31812092735.68,1378409184.07,0.043330,847012508.30,0.026625,946798557.94,0.029762,0.6145,-430073913.96,negativ,0.312007,nein,nein
I6USJ58BDV2BO5KP3C31,CON,2025-12-31,"MONETA Money Bank, a.s.",Czech,Other highest EEA,14628146559.50,124498695.72,0.008511,,,,,,-53319672.10,negativ,0.428275,ja,nein
J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,152661968014.00,3592305461.00,0.023531,1156636039.00,0.007576,1278719357.00,0.008376,0.3220,-1753726442.00,negativ,0.488190,ja,nein
JU1U6S0DG9YLT7N8ZV32,CON,2025-12-31,"Banco Comercial Português, SA",Portugal,Large highest EEA,59654326349.06,1466966652.48,0.024591,640843858.86,0.010743,439582316.58,0.007369,0.4368,-768086396.40,negativ,0.523588,nein,nein
K8MS7FD7N5Z2WQ51AZ71,CON,2025-12-31,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,508738000000.00,14354000000.00,0.028215,5381000000.00,0.010577,6055000000.00,0.011902,0.3749,-7992000000.00,negativ,0.556779,nein,nein
KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,9494399582.77,71769551.91,0.007559,79372820.49,0.008360,25059768.69,0.002639,1.1059,-29745547.41,negativ,0.414459,ja,nein
KGCEPHLVVKVRZYO1T647,CON,2025-12-31,BNP Paribas Fortis,Belgium,Large subsidiaries,249163558564.00,6159896524.00,0.024722,1677283185.00,0.006732,1413144682.00,0.005672,0.2723,-2722022679.00,negativ,0.441894,nein,nein
KR6LSKV3BTSJRD41IF75,CON,2025-12-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,33483052904.91,354820796.95,0.010597,315439525.51,0.009421,156733876.77,0.004681,0.8890,-241580451.76,negativ,0.680852,ja,nein
KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,Natixis,France,Large subsidiaries,198155241697.08,2198846383.75,0.011097,237360768.96,0.001198,1449550015.30,0.007315,0.1079,-1018227144.72,negativ,0.463073,ja,nein
LIU16F6VZJSD6UKHD557,CON,2025-12-31,Nykredit Realkredit A/S,Denmark,Large highest EEA,234538531493.97,2604597397.87,0.011105,25808356.10,0.000110,255236081.32,0.001088,0.0099,-546498418.47,negativ,0.209821,ja,nein
LOO0AWXR8GF142JCO404,CON,2025-12-31,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA),Italy,Large highest EEA,52980962836.00,1484619812.00,0.028022,603025884.00,0.011382,602298863.00,0.011368,0.4062,-1202092727.00,negativ,0.809697,nein,nein
M312WZV08Y7LYUC71685,CON,2025-12-31,Swedbank - Grupp,Sweden,Large highest EEA,177702304570.00,1059573060.00,0.005963,1480870250.00,0.008333,360953460.00,0.002031,1.3976,-189070860.00,negativ,0.178441,ja,nein
MAES062Z21O4RZ2U7M96,CON,2025-12-31,Danske Bank A/S,Denmark,Large highest EEA,294291566482.82,3723869865.95,0.012654,892082032.33,0.003031,1054228407.73,0.003582,0.2396,-1057463220.00,negativ,0.283969,ja,nein
MKP1B7E76TN04CD85Z79,CON,2025-12-31,BANK OCHRONY ŚRODOWISKA SA,Poland,Other highest EEA,2256151761.63,356551274.23,0.158035,7158956.57,0.003173,221145932.55,0.098019,0.0201,-162265607.10,negativ,0.455098,nein,nein
N4JDFKKH2FTD8RKFXO39,CON,2025-12-31,Crédit industriel et commercial - CIC,France,Large subsidiaries,305862834695.00,8297015033.00,0.027127,1460984876.00,0.004777,2515707804.00,0.008225,0.1761,-3169603944.00,negativ,0.382017,nein,nein
N747OI7JINV7RUUH6190,CON,2025-12-31,BPER Banca S.p.A.,Italy,Large highest EEA,132297233414.00,2767644886.00,0.020920,1154390581.00,0.008726,639614647.00,0.004835,0.4171,-1461475301.00,negativ,0.528057,ja,nein
NHBDILHZTYCNBV5UYZ31,CON,2025-12-31,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,213822049792.35,603923920.89,0.002824,491597249.82,0.002299,166364365.96,0.000778,0.8140,-54587437.26,negativ,0.090388,ja,nein
NICH5Q04ADUV9SN3Q390,CON,2025-12-31,BRED - Banque populaire,France,Large subsidiaries,57445298052.83,2164391427.79,0.037677,219294934.44,0.003817,413692089.64,0.007201,0.1013,-852860694.42,negativ,0.394042,nein,nein
NMH2KF074RKAGTH4CM63,CON,2025-12-31,BNP PARIBAS BANK POLSKA S.A,Poland,Large subsidiaries,22272728010.45,619172515.49,0.027800,65386315.42,0.002936,261316345.72,0.011733,0.1056,-333298453.25,negativ,0.538297,nein,nein
NNVPP80YIZGEY2314M97,CON,2025-12-31,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,Large highest EEA,101296383183.00,2540460777.00,0.025079,882919659.00,0.008716,747568111.00,0.007380,0.3475,-1925336087.00,negativ,0.757869,nein,nein
O2RNE8IBXP4R0TD8PU41,CON,2025-12-31,Société générale S.A.,France,Large highest EEA,507664667290.00,14261056370.00,0.028091,4690756740.00,0.009240,3665541300.00,0.007220,0.3289,-6333162160.00,negativ,0.444088,nein,nein
P4GTT6GF1W40CVIMFR43,CON,2025-12-31,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,72990598311.48,2591364926.48,0.035503,164685424.56,0.002256,788818591.43,0.010807,0.0636,-1192932961.80,negativ,0.460349,nein,nein
PRNXTNXHBI0TSY1V8P17,CON,2025-12-31,Zagrebačka banka d.d.,Croatia,Large subsidiaries,19668.00,390.00,0.019829,257.00,0.013067,104.00,0.005288,0.6590,268.00,positiv,0.687179,ja,nein
PSNL19R2RXX5U3QWHI44,IND,2025-12-31,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,Large subsidiaries,58286554000.00,7343000.00,0.000126,49736000.00,0.000853,6881000.00,0.000118,6.7733,-5831000.00,negativ,0.794090,ja,nein
PWEFG14QWWESISQ84C69,CON,2025-12-31,IKB Deutsche Industriebank Aktiengesellschaft,Germany,Other highest EEA,8549000000.00,188000000.00,0.021991,398000000.00,0.046555,185000000.00,0.021640,2.1170,-60000000.00,negativ,0.319149,ja,ja
Q5BP2UEQ48R75BOTCB92,CON,2025-12-31,"Československá obchodní banka, a.s.",Czech,Large subsidiaries,75572380448.39,596332536.19,0.007891,114397298.99,0.001514,180784896.25,0.002392,0.1918,-265123248.01,negativ,0.444590,ja,nein
QS3ZEAHRBZY9228Z0111,IND,2025-12-31,Bank Julius Baer Europe S.A.,Luxembourg,Other highest EEA,2503054213.29,1405934.35,0.000562,,,,,,-1399295.88,negativ,0.995278,ja,nein
R0MUWSFPU8MPRO8K5P83,CON,2025-12-31,BNP Paribas,France,Large highest EEA,942137783202.00,27161968646.00,0.028830,7598183275.00,0.008065,8959934756.00,0.009510,0.2797,-12836702805.00,negativ,0.472598,nein,nein
R7CQUF1DQM73HUTV1078,IND,2025-12-31,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,33442710722.83,883412442.74,0.026416,329124238.94,0.009841,426193003.24,0.012744,0.3726,-240250032.93,negativ,0.271957,nein,nein
RG3IZJKPYQ4H6IQPIC08,IND,2025-12-31,Addiko Bank d.d.,Croatia,Large subsidiaries,1266348365.30,32396933.94,0.025583,6785746.84,0.005359,11958922.64,0.009444,0.2095,-27775580.09,negativ,0.857352,nein,nein
RRUN0TCQ1K2JDV7MXO75,CON,2025-12-31,Oberbank AG,Austria,Other highest EEA,21927.27,624.93,0.028500,559.83,0.025531,307.91,0.014042,0.8958,-155.70,negativ,0.249148,nein,nein
RY3KI4Q2655O2GIL8D68,CON,2025-12-31,BANCA INVESTIS S.P.A.,Italy,Other highest EEA,220856363.00,25784687.00,0.116749,79435.00,0.000360,5384528.00,0.024380,0.0031,-11722265.00,negativ,0.454621,nein,nein
SI5RG2M0WQQLZCXKRM20,CON,2025-12-31,"Banco de Sabadell, S.A.",Spain,Large highest EEA,135189139000.00,3505084000.00,0.025927,1092513000.00,0.008081,1502156000.00,0.011112,0.3117,-1821038000.00,negativ,0.519542,nein,nein
SX0CI4F7GVW5530ZMN03,IND,2025-12-31,Wells Fargo Bank International Unlimited Company,Ireland,Other highest EEA,9244279522.34,86280577.70,0.009333,39473.50,0.000004,78981536.31,0.008544,0.0005,-21031248.10,negativ,0.243754,ja,nein
TO822O0VT80V06K0FH57,CON,2025-12-31,"Caixa Geral de Depósitos, S.A.",Portugal,Large highest EEA,56668941061.00,1008776765.00,0.017801,493005278.00,0.008700,384793436.00,0.006790,0.4887,-682012224.00,negativ,0.676078,ja,nein
TPS0Q8GFSZF45ZZFL873,CON,2025-12-31,Société Générale Luxembourg,Luxembourg,Large subsidiaries,27915856.00,181403.00,0.006498,271059.40,0.009710,16486.56,0.000591,1.4942,-27196.00,negativ,0.149920,ja,nein
TUKDD90GPC79G1KOE162,CON,2025-12-31,Hamburg Commercial Bank AG,Germany,Large highest EEA,16142261103.06,539609661.68,0.033428,587280668.17,0.036382,450404575.98,0.027902,1.0883,-140302816.92,negativ,0.260008,nein,nein
UAIAINAJ28P30E5GWE37,CON,2025-12-31,BGL BNP Paribas,Luxembourg,Large subsidiaries,43743218294.00,1620046601.00,0.037035,184914598.00,0.004227,131685146.00,0.003010,0.1141,-694239831.00,negativ,0.428531,nein,nein
UI802FYJ52XDB7N4KN18,CON,2025-12-31,BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.),Italy,Large subsidiaries,74846194000.00,1746237000.00,0.023331,555328000.00,0.007420,566812000.00,0.007573,0.3180,-997720000.00,negativ,0.571354,ja,nein
VDYMYTQGZZ6DU0912C88,CON,2025-12-31,Bayerische Landesbank,Germany,Large highest EEA,213216716795.73,3064472130.00,0.014373,1406619198.28,0.006597,1673403016.02,0.007848,0.4590,-1118756026.83,negativ,0.365073,ja,nein
VWMYAEQSTOPNV0SUGU82,CON,2025-12-31,"Bankinter, S.A.",Spain,Large highest EEA,93968222986.00,2108420101.00,0.022438,376193845.00,0.004003,476294782.00,0.005069,0.1784,-1024609470.00,negativ,0.485961,ja,nein
XLEZHWWOI4HFQDGL4793,CON,2025-12-31,BANK HANDLOWY W WARSZAWIE SA,Poland,Large subsidiaries,6090049123.23,68060064.62,0.011176,159141009.88,0.026131,23518878.96,0.003862,2.3382,-38527173.19,negativ,0.566076,ja,ja
XTC5E2QFTEF0435JWL77,CON,2025-12-31,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Netherlands,Other highest EEA,6621302387.44,362678302.05,0.054774,133423102.32,0.020151,230803162.24,0.034858,0.3679,-161619150.67,negativ,0.445627,nein,nein
Y28RT6GGYJ696PMW8T44,CON,2025-12-31,UniCredit csoport,Hungary,Large subsidiaries,7344669951.85,180345547.44,0.024555,6618490.50,0.000901,40347669.99,0.005493,0.0367,-81177563.95,negativ,0.450122,nein,nein
