entityID,lei,scope,refPeriod,bank_name,country,institution_type,deklaration,n_deklariert,n_offengelegt,n_ausgelassen,quote_roh,n_erwartbar,n_gegen_erwartung,quote_gegen_erwartung,n_art432_2,n_uneinheitlich,n_untypisch,n_false_mit_daten,n_true_ohne_daten,n_signatur_geteilt,templates_gegen_erwartung
rs:G8ZTNESVNKW4NN761W05.CON,G8ZTNESVNKW4NN761W05,CON,2025-06-30,ABN AMRO Clearing Bank N.V.,Netherlands,Large subsidiaries,stimmig,63,2,61,0.9683,1,0,0.0,0,34,28,0,0,0,
rs:G8ZTNESVNKW4NN761W05.CON,G8ZTNESVNKW4NN761W05,CON,2025-12-31,ABN AMRO Clearing Bank N.V.,Netherlands,Large subsidiaries,stimmig,81,36,45,0.5556,19,1,0.0526,0,42,20,0,0,14,80.00
rs:GDI8P8WHFH4PS5YTU851.CON,GDI8P8WHFH4PS5YTU851,CON,2025-06-30,"HAITONG BANK, S.A.",Portugal,Other highest EEA,stimmig,55,1,54,0.9818,1,0,0.0,0,0,54,0,0,0,
rs:GDI8P8WHFH4PS5YTU851.CON,GDI8P8WHFH4PS5YTU851,CON,2025-12-31,"HAITONG BANK, S.A.",Portugal,Other highest EEA,stimmig,78,45,33,0.4231,9,0,0.0,0,39,30,0,0,0,
rs:GP5DT10VX1QRQUKVBK64.CON,GP5DT10VX1QRQUKVBK64,CON,2026-03-31,AL Sydbank A/S,Denmark,Large highest EEA,stimmig,54,7,47,0.8704,3,0,0.0,0,6,45,0,0,0,
rs:GTQYZJON3I7SXRNJTT73.IND,GTQYZJON3I7SXRNJTT73,IND,2025-12-31,BSK 1818 AG,Germany,Large subsidiaries,stimmig,79,23,56,0.7089,18,1,0.0556,0,41,20,0,1,2,21.01
rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2025-06-30,SBAB Bank AB - Grupp,Sweden,Large highest EEA,stimmig,86,38,48,0.5581,21,1,0.0476,0,36,29,0,1,0,74.00
rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2025-09-30,SBAB Bank AB - Grupp,Sweden,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2025-12-31,SBAB Bank AB - Grupp,Sweden,Large highest EEA,stimmig,91,52,39,0.4286,42,2,0.0476,2,45,4,0,0,1,30.02|30.03
rs:H0YX5LBGKDVOWCXBZ594.CON,H0YX5LBGKDVOWCXBZ594,CON,2026-03-31,SBAB Bank AB - Grupp,Sweden,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:H8MIG1MMPR6JXUQVBM04.IND,H8MIG1MMPR6JXUQVBM04,IND,2025-12-31,Bank BPH S.A.,Poland,Other highest EEA,stimmig,76,14,62,0.8158,8,0,0.0,0,38,30,0,0,0,
rs:HWIPDOTRM1EKRPKYKH81.IND,HWIPDOTRM1EKRPKYKH81,IND,2025-12-31,Northern Trust Global Services SE,Luxembourg,Other highest EEA,stimmig,84,19,65,0.7738,10,0,0.0,0,44,30,0,3,0,
rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2025-06-30,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,stimmig,86,31,55,0.6395,10,0,0.0,0,45,31,0,0,0,
rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2025-09-30,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,stimmig,55,4,51,0.9273,3,0,0.0,0,7,45,0,0,0,
rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2025-12-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,stimmig,89,30,59,0.6629,23,2,0.087,0,41,25,0,0,0,23.00|24.00
rs:I6SS27Q1Q3385V753S50.IND,I6SS27Q1Q3385V753S50,IND,2026-03-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,stimmig,54,3,51,0.9444,3,0,0.0,0,7,44,0,0,0,
rs:I6USJ58BDV2BO5KP3C31.CON,I6USJ58BDV2BO5KP3C31,CON,2025-06-30,"MONETA Money Bank, a.s.",Czech,Other highest EEA,stimmig,63,2,61,0.9683,1,0,0.0,0,0,54,0,0,0,
rs:I6USJ58BDV2BO5KP3C31.CON,I6USJ58BDV2BO5KP3C31,CON,2025-12-31,"MONETA Money Bank, a.s.",Czech,Other highest EEA,stimmig,78,41,37,0.4744,9,0,0.0,0,39,30,0,5,0,
rs:I7ETN0QQO2AHZZGHJ389.IND,I7ETN0QQO2AHZZGHJ389,IND,2025-12-31,KOMMUNALBANKEN AS,Norway,Large highest EEA,stimmig,86,47,39,0.4535,38,10,0.2632,0,44,4,0,14,0,10.00|19.02|19.03|21.01|22.01|23.00|80.00|82.00|83.01|84.01
rs:I7ETN0QQO2AHZZGHJ389.IND,I7ETN0QQO2AHZZGHJ389,IND,2026-03-31,KOMMUNALBANKEN AS,Norway,Large highest EEA,stimmig,56,56,0,0.0,3,0,0.0,0,6,45,0,33,0,
rs:J48C8PCSJVUBR8KCW529.CON,J48C8PCSJVUBR8KCW529,CON,2025-06-30,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,Large subsidiaries,stimmig,94,49,45,0.4787,10,0,0.0,0,48,36,0,1,0,
rs:J48C8PCSJVUBR8KCW529.CON,J48C8PCSJVUBR8KCW529,CON,2025-09-30,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,Large subsidiaries,stimmig,55,6,49,0.8909,3,0,0.0,0,7,45,0,0,0,
rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2025-06-30,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,stimmig,94,47,47,0.5,22,0,0.0,0,38,34,0,2,0,
rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2025-09-30,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,stimmig,55,6,49,0.8909,3,0,0.0,0,6,46,0,0,0,
rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,stimmig,99,76,23,0.2323,44,1,0.0227,0,49,6,0,6,12,83.01
rs:J4CP7MHCXR8DAQMKIL78.CON,J4CP7MHCXR8DAQMKIL78,CON,2026-03-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,stimmig,54,7,47,0.8704,3,0,0.0,0,6,45,0,1,0,
rs:JLS56RAMYQZECFUF2G44.CON,JLS56RAMYQZECFUF2G44,CON,2025-06-30,ING Belgie,Belgium,Large subsidiaries,stimmig,81,41,40,0.4938,7,1,0.1429,0,38,36,0,0,4,21.02
rs:JU1U6S0DG9YLT7N8ZV32.CON,JU1U6S0DG9YLT7N8ZV32,CON,2025-06-30,"Banco Comercial Português, SA",Portugal,Large highest EEA,stimmig,94,47,47,0.5,22,0,0.0,0,38,34,0,0,0,
rs:JU1U6S0DG9YLT7N8ZV32.CON,JU1U6S0DG9YLT7N8ZV32,CON,2025-09-30,"Banco Comercial Português, SA",Portugal,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:JU1U6S0DG9YLT7N8ZV32.CON,JU1U6S0DG9YLT7N8ZV32,CON,2025-12-31,"Banco Comercial Português, SA",Portugal,Large highest EEA,stimmig,99,74,25,0.2525,44,0,0.0,0,49,6,0,0,0,
rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2025-06-30,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,stimmig,94,48,46,0.4894,22,1,0.0455,0,38,34,0,0,2,73.00
rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2025-09-30,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,0,0,
rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2025-12-31,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,stimmig,101,86,15,0.1485,40,0,0.0,0,43,3,0,0,0,
rs:K8MS7FD7N5Z2WQ51AZ71.CON,K8MS7FD7N5Z2WQ51AZ71,CON,2026-03-31,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:KFUXYFTU2LHQFQZDQG45.CON,KFUXYFTU2LHQFQZDQG45,CON,2025-06-30,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,stimmig,92,27,65,0.7065,9,3,0.3333,0,47,36,0,2,1,21.02|83.01|84.01
rs:KFUXYFTU2LHQFQZDQG45.CON,KFUXYFTU2LHQFQZDQG45,CON,2025-09-30,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,stimmig,55,7,48,0.8727,3,0,0.0,0,7,45,0,1,0,
rs:KFUXYFTU2LHQFQZDQG45.CON,KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,stimmig,97,36,61,0.6289,23,3,0.1304,0,47,27,0,1,1,21.02|83.01|84.01
rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2025-06-30,BNP Paribas Fortis,Belgium,Large subsidiaries,stimmig,114,26,88,0.7719,10,4,0.4,0,48,36,0,0,0,41.00|42.00|45.00|68.00
rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2025-09-30,BNP Paribas Fortis,Belgium,Large subsidiaries,stimmig,114,8,106,0.9298,3,0,0.0,0,7,45,0,0,0,
rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2025-12-31,BNP Paribas Fortis,Belgium,Large subsidiaries,stimmig,106,39,67,0.6321,24,3,0.125,0,42,25,0,0,0,41.00|42.00|68.00
rs:KGCEPHLVVKVRZYO1T647.CON,KGCEPHLVVKVRZYO1T647,CON,2026-03-31,BNP Paribas Fortis,Belgium,Large subsidiaries,stimmig,114,6,108,0.9474,3,0,0.0,0,7,44,0,0,0,
rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2025-06-30,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,stimmig,79,30,49,0.6203,6,0,0.0,0,37,36,0,0,0,
rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2025-09-30,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,stimmig,55,8,47,0.8545,3,1,0.3333,0,7,45,0,0,11,61.00
rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2025-12-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,stimmig,84,35,49,0.5833,21,0,0.0,0,43,20,0,0,0,
rs:KR6LSKV3BTSJRD41IF75.CON,KR6LSKV3BTSJRD41IF75,CON,2026-03-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,stimmig,54,8,46,0.8519,3,1,0.3333,0,7,44,0,0,11,61.00
rs:KX1WK48MPD4Y2NCUIZ63.CON,KX1WK48MPD4Y2NCUIZ63,CON,2025-06-30,Natixis,France,Large subsidiaries,stimmig,71,43,28,0.3944,6,0,0.0,0,34,31,0,0,0,
rs:KX1WK48MPD4Y2NCUIZ63.CON,KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,Natixis,France,Large subsidiaries,stimmig,76,65,11,0.1447,21,0,0.0,0,37,18,0,2,0,
rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2025-06-30,Nykredit Realkredit A/S,Denmark,Large highest EEA,stimmig,86,44,42,0.4884,21,1,0.0476,1,36,29,0,0,1,66.01
rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2025-09-30,Nykredit Realkredit A/S,Denmark,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,0,0,
rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2025-12-31,Nykredit Realkredit A/S,Denmark,Large highest EEA,stimmig,91,64,27,0.2967,42,0,0.0,0,45,4,0,0,0,
rs:LIU16F6VZJSD6UKHD557.CON,LIU16F6VZJSD6UKHD557,CON,2026-03-31,Nykredit Realkredit A/S,Denmark,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:LOO0AWXR8GF142JCO404.CON,LOO0AWXR8GF142JCO404,CON,2025-06-30,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA),Italy,Large highest EEA,stimmig,94,36,58,0.617,22,0,0.0,0,38,34,0,0,0,
rs:LOO0AWXR8GF142JCO404.CON,LOO0AWXR8GF142JCO404,CON,2025-09-30,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA),Italy,Large highest EEA,stimmig,55,4,51,0.9273,3,0,0.0,0,6,46,0,0,0,
rs:LOO0AWXR8GF142JCO404.CON,LOO0AWXR8GF142JCO404,CON,2025-12-31,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA),Italy,Large highest EEA,stimmig,99,57,42,0.4242,44,3,0.0682,0,49,6,0,0,0,67.01|67.02|83.01
rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2025-06-30,Swedbank - Grupp,Sweden,Large highest EEA,stimmig,94,57,37,0.3936,22,0,0.0,0,38,34,0,7,0,
rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2025-09-30,Swedbank - Grupp,Sweden,Large highest EEA,stimmig,63,12,51,0.8095,3,0,0.0,0,6,46,0,2,0,
rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2025-12-31,Swedbank - Grupp,Sweden,Large highest EEA,stimmig,99,88,11,0.1111,44,0,0.0,0,49,6,0,17,0,
rs:M312WZV08Y7LYUC71685.CON,M312WZV08Y7LYUC71685,CON,2026-03-31,Swedbank - Grupp,Sweden,Large highest EEA,stimmig,54,10,44,0.8148,3,0,0.0,0,6,45,0,2,0,
rs:M6AD1Y1KW32H8THQ6F76.CON,M6AD1Y1KW32H8THQ6F76,CON,2025-06-30,Piraeus Financial Holdings,Greece,Large highest EEA,stimmig,86,45,41,0.4767,21,0,0.0,0,36,29,0,4,0,
rs:M6AD1Y1KW32H8THQ6F76.CON,M6AD1Y1KW32H8THQ6F76,CON,2025-09-30,Piraeus Financial Holdings,Greece,Large highest EEA,stimmig,55,3,52,0.9455,3,0,0.0,0,6,46,0,0,0,
rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2025-06-30,Danske Bank A/S,Denmark,Large highest EEA,stimmig,94,46,48,0.5106,22,0,0.0,0,38,34,0,1,0,
rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2025-09-30,Danske Bank A/S,Denmark,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,0,0,
rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2025-12-31,Danske Bank A/S,Denmark,Large highest EEA,stimmig,99,70,29,0.2929,44,2,0.0455,0,49,6,0,4,0,10.00|19.02
rs:MAES062Z21O4RZ2U7M96.CON,MAES062Z21O4RZ2U7M96,CON,2026-03-31,Danske Bank A/S,Denmark,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:MKP1B7E76TN04CD85Z79.CON,MKP1B7E76TN04CD85Z79,CON,2025-06-30,BANK OCHRONY ŚRODOWISKA SA,Poland,Other highest EEA,stimmig,63,2,61,0.9683,1,0,0.0,0,0,54,0,0,0,
rs:MKP1B7E76TN04CD85Z79.CON,MKP1B7E76TN04CD85Z79,CON,2025-12-31,BANK OCHRONY ŚRODOWISKA SA,Poland,Other highest EEA,stimmig,86,43,43,0.5,11,0,0.0,0,45,30,0,0,0,
rs:MMYX0N4ZEZ13Z4XCG897.IND,MMYX0N4ZEZ13Z4XCG897,IND,2025-06-30,THE BANK OF NEW YORK MELLON,Belgium,Large highest EEA,stimmig,63,5,58,0.9206,12,11,0.9167,1,29,22,0,0,4,02.00|24.00|25.00|60.00|66.01|70.00|71.00|72.00|73.00|74.00|90.01
rs:MMYX0N4ZEZ13Z4XCG897.IND,MMYX0N4ZEZ13Z4XCG897,IND,2025-09-30,THE BANK OF NEW YORK MELLON,Belgium,Large highest EEA,stimmig,8,2,6,0.75,0,0,,0,0,0,0,1,0,
rs:MMYX0N4ZEZ13Z4XCG897.IND,MMYX0N4ZEZ13Z4XCG897,IND,2025-12-31,THE BANK OF NEW YORK MELLON,Belgium,Large highest EEA,stimmig,86,47,39,0.4535,40,5,0.125,0,43,3,0,0,0,22.01|80.00|84.01|90.01|91.00
rs:N1FBEDJ5J41VKZLO2475.CON,N1FBEDJ5J41VKZLO2475,CON,2025-06-30,Citibank Europe plc,Ireland,Large highest EEA,stimmig,94,39,55,0.5851,22,2,0.0909,0,38,34,0,0,0,45.00|90.01
rs:N1FBEDJ5J41VKZLO2475.CON,N1FBEDJ5J41VKZLO2475,CON,2025-09-30,Citibank Europe plc,Ireland,Large highest EEA,stimmig,63,7,56,0.8889,3,0,0.0,0,6,46,0,0,0,
rs:N1FBEDJ5J41VKZLO2475.CON,N1FBEDJ5J41VKZLO2475,CON,2025-12-31,Citibank Europe plc,Ireland,Large highest EEA,stimmig,44,24,20,0.4545,21,2,0.0952,0,18,5,0,0,7,90.01|91.00
rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2025-06-30,Crédit industriel et commercial - CIC,France,Large subsidiaries,stimmig,86,58,28,0.3256,10,0,0.0,0,45,31,0,17,0,
rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2025-09-30,Crédit industriel et commercial - CIC,France,Large subsidiaries,stimmig,55,9,46,0.8364,3,0,0.0,0,7,45,0,5,0,
rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2025-12-31,Crédit industriel et commercial - CIC,France,Large subsidiaries,stimmig,91,91,0,0.0,24,0,0.0,0,42,25,0,32,0,
rs:N4JDFKKH2FTD8RKFXO39.CON,N4JDFKKH2FTD8RKFXO39,CON,2026-03-31,Crédit industriel et commercial - CIC,France,Large subsidiaries,stimmig,54,10,44,0.8148,3,0,0.0,0,7,44,0,6,0,
rs:N747OI7JINV7RUUH6190.CON,N747OI7JINV7RUUH6190,CON,2025-06-30,BPER Banca S.p.A.,Italy,Large highest EEA,stimmig,94,48,46,0.4894,22,0,0.0,0,38,34,0,0,0,
rs:N747OI7JINV7RUUH6190.CON,N747OI7JINV7RUUH6190,CON,2025-09-30,BPER Banca S.p.A.,Italy,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:N747OI7JINV7RUUH6190.CON,N747OI7JINV7RUUH6190,CON,2025-12-31,BPER Banca S.p.A.,Italy,Large highest EEA,stimmig,99,69,30,0.303,44,0,0.0,0,49,6,0,0,0,
rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2025-06-30,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,stimmig,94,41,53,0.5638,22,0,0.0,0,38,34,0,0,0,
rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2025-09-30,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,stimmig,55,5,50,0.9091,3,0,0.0,0,6,46,0,0,0,
rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2025-12-31,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,stimmig,114,73,41,0.3596,44,1,0.0227,0,49,6,0,0,1,23.00
rs:NHBDILHZTYCNBV5UYZ31.CON,NHBDILHZTYCNBV5UYZ31,CON,2026-03-31,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,stimmig,54,6,48,0.8889,3,0,0.0,0,6,45,0,0,0,
rs:NICH5Q04ADUV9SN3Q390.CON,NICH5Q04ADUV9SN3Q390,CON,2025-06-30,BRED - Banque populaire,France,Large subsidiaries,stimmig,71,22,49,0.6901,6,1,0.1667,0,34,31,0,2,11,61.00
rs:NICH5Q04ADUV9SN3Q390.CON,NICH5Q04ADUV9SN3Q390,CON,2025-12-31,BRED - Banque populaire,France,Large subsidiaries,stimmig,76,29,47,0.6184,21,0,0.0,0,37,18,0,0,0,
rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2025-06-30,BNP PARIBAS BANK POLSKA S.A,Poland,Large subsidiaries,stimmig,73,31,42,0.5753,7,0,0.0,0,35,31,0,0,0,
rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2025-09-30,BNP PARIBAS BANK POLSKA S.A,Poland,Large subsidiaries,stimmig,55,5,50,0.9091,3,0,0.0,0,7,45,0,0,0,
rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2025-12-31,BNP PARIBAS BANK POLSKA S.A,Poland,Large subsidiaries,stimmig,86,50,36,0.4186,22,0,0.0,0,44,20,0,0,0,
rs:NMH2KF074RKAGTH4CM63.CON,NMH2KF074RKAGTH4CM63,CON,2026-03-31,BNP PARIBAS BANK POLSKA S.A,Poland,Large subsidiaries,stimmig,54,3,51,0.9444,3,0,0.0,0,7,44,0,0,0,
rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2025-06-30,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,Large highest EEA,stimmig,94,40,54,0.5745,22,0,0.0,0,38,34,0,4,0,
rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2025-09-30,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,Large highest EEA,stimmig,55,4,51,0.9273,3,0,0.0,0,6,46,0,1,0,
rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2025-12-31,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,Large highest EEA,stimmig,99,55,44,0.4444,44,1,0.0227,0,49,6,0,0,12,83.01
rs:NNVPP80YIZGEY2314M97.CON,NNVPP80YIZGEY2314M97,CON,2026-03-31,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,Large highest EEA,stimmig,54,3,51,0.9444,3,0,0.0,0,6,45,0,0,0,
rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2025-06-30,Société générale S.A.,France,Large highest EEA,stimmig,81,81,0,0.0,18,0,0.0,0,33,30,0,24,0,
rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2025-09-30,Société générale S.A.,France,Large highest EEA,stimmig,63,9,54,0.8571,3,0,0.0,0,6,46,0,0,0,
rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2025-12-31,Société générale S.A.,France,Large highest EEA,stimmig,81,81,0,0.0,36,0,0.0,0,42,3,0,10,0,
rs:O2RNE8IBXP4R0TD8PU41.CON,O2RNE8IBXP4R0TD8PU41,CON,2026-03-31,Société générale S.A.,France,Large highest EEA,stimmig,62,9,53,0.8548,3,0,0.0,0,6,45,0,0,0,
rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2025-06-30,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,stimmig,97,35,62,0.6392,21,0,0.0,0,37,34,0,0,0,
rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2025-09-30,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,stimmig,55,3,52,0.9455,3,0,0.0,0,6,46,0,0,0,
rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2025-12-31,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,stimmig,97,52,45,0.4639,43,1,0.0233,0,48,6,0,5,12,83.01
rs:P4GTT6GF1W40CVIMFR43.CON,P4GTT6GF1W40CVIMFR43,CON,2026-03-31,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,Large highest EEA,stimmig,54,3,51,0.9444,3,0,0.0,0,6,45,0,0,0,
rs:PQOH26KWDF7CG10L6792.CON,PQOH26KWDF7CG10L6792,CON,2025-06-30,Erste Group Bank AG,Austria,Large highest EEA,stimmig,94,49,45,0.4787,22,0,0.0,0,38,34,0,0,0,
rs:PQOH26KWDF7CG10L6792.CON,PQOH26KWDF7CG10L6792,CON,2025-09-30,Erste Group Bank AG,Austria,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2025-06-30,Zagrebačka banka d.d.,Croatia,Large subsidiaries,stimmig,73,29,44,0.6027,7,0,0.0,0,35,31,0,0,0,
rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2025-09-30,Zagrebačka banka d.d.,Croatia,Large subsidiaries,stimmig,55,3,52,0.9455,3,0,0.0,0,7,45,0,0,0,
rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2025-12-31,Zagrebačka banka d.d.,Croatia,Large subsidiaries,stimmig,99,43,56,0.5657,24,0,0.0,0,48,27,0,0,0,
rs:PRNXTNXHBI0TSY1V8P17.CON,PRNXTNXHBI0TSY1V8P17,CON,2026-03-31,Zagrebačka banka d.d.,Croatia,Large subsidiaries,stimmig,54,3,51,0.9444,3,0,0.0,0,7,44,0,0,0,
rs:PSNL19R2RXX5U3QWHI44.CON,PSNL19R2RXX5U3QWHI44,CON,2025-06-30,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,Large subsidiaries,stimmig,99,79,20,0.202,10,0,0.0,0,48,36,0,5,0,
rs:PSNL19R2RXX5U3QWHI44.CON,PSNL19R2RXX5U3QWHI44,CON,2025-09-30,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,Large subsidiaries,stimmig,55,7,48,0.8727,3,0,0.0,0,7,45,0,1,0,
