ebene,entityID,lei,scope,refPeriod,template_id,bank_name,country,trea_eur,versatz_log10,zeitreihe_faktor,decimals_deklariert,anteil_erreicht_genauigkeit,n_zellen,signale,urteil,faktor_geschaetzt
report,rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2025-06-30,,Goldman Sachs Bank Europe SE,Germany,56580000000.0,0.246,1,-3.0,0.7154,102,,unauffaellig,
report,rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2025-09-30,,Goldman Sachs Bank Europe SE,Germany,,,,-3.0,1.0,0,,unauffaellig,
report,rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2025-12-31,,Goldman Sachs Bank Europe SE,Germany,59330000000.0,0.587,1,-3.0,0.9777,1790,,unauffaellig,
report,rs:8IBZUGJ7JPLH368JE346.IND,8IBZUGJ7JPLH368JE346,IND,2026-03-31,,Goldman Sachs Bank Europe SE,Germany,60200000000.0,0.334,1,-3.0,1.0,298,,unauffaellig,
report,rs:95980020140005012943.CON,95980020140005012943,CON,2025-12-31,,"Caja Rural de Aragón, Sociedad Cooperativa de Crédito",Spain,2289000000.0,-0.398,,-3.0,0.9629,454,,unauffaellig,
report,rs:95980020140005219553.IND,95980020140005219553,IND,2025-12-31,,"Caja Rural de Asturias, Sociedad Cooperativa de Crédito",Spain,2842000000.0,-0.305,,-3.0,0.9776,402,,unauffaellig,
report,rs:95980020140005220135.IND,95980020140005220135,IND,2025-06-30,,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,3136000000.0,-0.733,1,-3.0,1.0,57,,unauffaellig,
report,rs:95980020140005220135.IND,95980020140005220135,IND,2025-12-31,,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,3478000000.0,-0.393,1,-3.0,0.9813,1374,,unauffaellig,
report,rs:95980020140005375335.CON,95980020140005375335,CON,2025-12-31,,"Caja Rural del Sur, S. Coop. de Crédito",Spain,5009000000.0,-0.065,,-3.0,0.9672,453,,unauffaellig,
report,rs:95980020140005439549.IND,95980020140005439549,IND,2025-06-30,,"Caja Rural de Navarra, S. Coop. de Crédito",Spain,,,,-3.0,1.0,0,,unauffaellig,
report,rs:95980020140005439549.IND,95980020140005439549,IND,2025-12-31,,"Caja Rural de Navarra, S. Coop. de Crédito",Spain,7708000000.0,-0.104,,-3.0,0.9868,1255,,unauffaellig,
report,rs:95980020140005484654.CON,95980020140005484654,CON,2025-06-30,,"Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito",Spain,3650000000.0,-0.667,1,-3.0,1.0,57,,unauffaellig,
report,rs:95980020140005484654.CON,95980020140005484654,CON,2025-12-31,,"Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito",Spain,3911000000.0,-0.286,1,-3.0,0.992,1232,,unauffaellig,
report,rs:95980020140005552166.CON,95980020140005552166,CON,2025-06-30,,"Eurocaja Rural, Sociedad Cooperativa de Crédito",Spain,4203000000.0,-0.742,1,-3.0,1.0,59,,unauffaellig,
report,rs:95980020140005552166.CON,95980020140005552166,CON,2025-12-31,,"Eurocaja Rural, Sociedad Cooperativa de Crédito",Spain,4360000000.0,-0.353,1,-3.0,0.9093,1503,,unauffaellig,
report,rs:95980020140005658381.IND,95980020140005658381,IND,2025-06-30,,"Aresbank, S.A.",Spain,810900000.0,-1.615,,-3.0,0.9918,468,,unauffaellig,
report,rs:95980020140005658381.IND,95980020140005658381,IND,2025-12-31,,"Aresbank, S.A.",Spain,,-1.102,,-3.0,0.9481,276,,unauffaellig,
report,rs:95980020140005881190.CON,95980020140005881190,CON,2025-06-30,,Banco de Crédito Social Cooperativo,Spain,27790000000.0,-0.069,1,-3.0,0.9786,2195,,unauffaellig,
report,rs:95980020140005881190.CON,95980020140005881190,CON,2025-09-30,,Banco de Crédito Social Cooperativo,Spain,28440000000.0,-0.077,1,-3.0,1.0,250,,unauffaellig,
report,rs:95980020140005881190.CON,95980020140005881190,CON,2025-12-31,,Banco de Crédito Social Cooperativo,Spain,29170000000.0,0.276,1,-3.0,0.9765,2598,,unauffaellig,
report,rs:95980020140005881190.CON,95980020140005881190,CON,2026-03-31,,Banco de Crédito Social Cooperativo,Spain,30190000000.0,-0.103,1,-3.0,1.0,258,,unauffaellig,
report,rs:9598002AYDQER7DXLR16.CON,9598002AYDQER7DXLR16,CON,2025-06-30,,GRUCAJRURAL INVERSIONES SL,Spain,2591000000.0,,,-3.0,1.0,0,,unauffaellig,
report,rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2025-06-30,,"Banca March, S.A.",Spain,,-0.806,,-6.0,0.523,515,,unauffaellig,
report,rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2025-09-30,,"Banca March, S.A.",Spain,,,,-6.0,1.0,0,,unauffaellig,
report,rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2025-12-31,,"Banca March, S.A.",Spain,7573000000.0,-0.089,,-6.0,0.7534,2247,,unauffaellig,
report,rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2026-03-31,,"Banca March, S.A.",Spain,,,,-6.0,1.0,0,,unauffaellig,
report,rs:959800R86KE31EAVRC30.CON,959800R86KE31EAVRC30,CON,2025-12-31,,LIBERTY PARTNERS S.L.U.,Spain,1721000000.0,-0.397,,4.0,0.0,856,,unauffaellig,
report,rs:959800VHSP2QBPNRF210.IND,959800VHSP2QBPNRF210,IND,2025-12-31,,"Bank of Africa Europe, S.A.",Spain,327000000.0,-1.239,,-3.0,0.994,292,,unauffaellig,
report,rs:96950001WI712W7PQG45.CON,96950001WI712W7PQG45,CON,2025-06-30,,RCI Banque,France,48170000000.0,-0.005,1,-6.0,0.8488,1688,,unauffaellig,
report,rs:96950001WI712W7PQG45.CON,96950001WI712W7PQG45,CON,2025-12-31,,RCI Banque,France,48930000000.0,0.399,1,-6.0,0.8671,2576,,unauffaellig,
report,rs:9695000CG7B84NLR5984.CON,9695000CG7B84NLR5984,CON,2025-06-30,,Confédération Nationale du Crédit Mutuel,France,369000000000.0,1.001,1,-3.0,1.0,711,,unauffaellig,
report,rs:9695000CG7B84NLR5984.CON,9695000CG7B84NLR5984,CON,2025-12-31,,Confédération Nationale du Crédit Mutuel,France,378900000000.0,1.22,1,-3.0,0.9883,4138,,unauffaellig,
report,rs:9695002JOWSRCLLLNY11.CON,9695002JOWSRCLLLNY11,CON,2025-12-31,,Edmond de Rothschild (France),France,1831000000.0,-0.529,,-3.0,0.9974,316,,unauffaellig,
report,rs:9695002K2HDLD20JU790.CON,9695002K2HDLD20JU790,CON,2025-06-30,,AGENCE FRANCE LOCALE - SOCIETE TERRITORIALE,France,477700000.0,-1.13,1,-6.0,1.0,59,,unauffaellig,
report,rs:9695002K2HDLD20JU790.CON,9695002K2HDLD20JU790,CON,2025-12-31,,AGENCE FRANCE LOCALE - SOCIETE TERRITORIALE,France,455500000.0,-0.543,1,-6.0,0.8186,894,,unauffaellig,
report,rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2025-06-30,,Crédit mutuel Arkéa,France,48900000000.0,0.032,1,-6.0,0.7853,2673,,unauffaellig,
report,rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2025-09-30,,Crédit mutuel Arkéa,France,48980000000.0,0.201,1,-6.0,0.9855,269,,unauffaellig,
report,rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2025-12-31,,Crédit mutuel Arkéa,France,50610000000.0,0.366,1,-6.0,0.8243,3111,,unauffaellig,
report,rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2026-03-31,,Crédit mutuel Arkéa,France,51030000000.0,0.176,1,-6.0,0.9856,270,,unauffaellig,
report,rs:9695007EQZDL89LUW373.CON,9695007EQZDL89LUW373,CON,2025-12-31,,Banque Banorient France,France,1044000000.0,-0.569,,-3.0,0.9935,148,,unauffaellig,
report,rs:969500A3Y5KTGJEMDZ32.CON,969500A3Y5KTGJEMDZ32,CON,2026-03-31,,Caisse régionale de crédit agricole mutuel du Languedoc,France,13530000000.0,-0.535,,-6.0,0.9349,260,,unauffaellig,
report,rs:969500A4IPKVUBH3CA90.CON,969500A4IPKVUBH3CA90,CON,2025-12-31,,Banque Delubac et Cie,France,257200.0,-4.128,,-6.0,0.1167,60,untergrenze|versatz,skaliert,10^3
report,rs:969500A9SZ8YP1810S21.CON,969500A9SZ8YP1810S21,CON,2025-12-31,,Caisse d'épargne et de prévoyance Aquitaine Poitou-Charentes,France,,0.051,,-6.0,0.878,871,,unauffaellig,
report,rs:969500AGACQ54Q3UF243.CON,969500AGACQ54Q3UF243,CON,2025-06-30,,Caisse régionale de crédit agricole mutuel de Centre France - Crédit agricole  Centre France (3ème du nom),France,10640000000.0,-0.493,,-6.0,0.6693,763,,unauffaellig,
report,rs:969500B5DNR7Q1ACGD23.CON,969500B5DNR7Q1ACGD23,CON,2026-03-31,,Caisse régionale de crédit agricole mutuel Atlantique Vendée,France,9038000000.0,-0.65,,-6.0,0.9643,245,,unauffaellig,
report,rs:969500CJCTMI93QJKK89.CON,969500CJCTMI93QJKK89,CON,2025-12-31,,Axa banque,France,2999.0,-0.777,,-6.0,0.4731,350,untergrenze_widerlegt,unauffaellig,
report,rs:969500EVOBAGHKZEXA33.CON,969500EVOBAGHKZEXA33,CON,2025-12-31,,Banque populaire Alsace Lorraine Champagne,France,,-0.129,,-6.0,0.7791,1318,,unauffaellig,
report,rs:969500EYG6U339D3TI84.CON,969500EYG6U339D3TI84,CON,2025-06-30,,Crédit Foncier de France,France,,-0.495,,-6.0,0.8034,902,,unauffaellig,
report,rs:969500EYG6U339D3TI84.CON,969500EYG6U339D3TI84,CON,2025-12-31,,Crédit Foncier de France,France,,-0.157,,-6.0,0.7304,995,,unauffaellig,
report,rs:969500F3KYDJBFS4XM73.IND,969500F3KYDJBFS4XM73,IND,2025-12-31,,Bank Audi France,France,491100000.0,-1.027,,-3.0,0.9451,200,,unauffaellig,
report,rs:969500FF9M4SBM5VHR15.CON,969500FF9M4SBM5VHR15,CON,2025-09-30,,Caisse régionale de crédit agricole mutuel Nord de France,France,11740000000.0,-0.486,1,-6.0,0.9832,238,,unauffaellig,
report,rs:969500FF9M4SBM5VHR15.CON,969500FF9M4SBM5VHR15,CON,2026-03-31,,Caisse régionale de crédit agricole mutuel Nord de France,France,12280000000.0,-0.562,1,-6.0,0.9681,249,,unauffaellig,
report,rs:969500FYEXW795NPJO79.CON,969500FYEXW795NPJO79,CON,2026-03-31,,Caisse régionale de crédit agricole mutuel Brie Picardie,France,12360000000.0,-0.554,,-6.0,0.9691,259,,unauffaellig,
report,rs:969500GVS02SJYG9S632.CON,969500GVS02SJYG9S632,CON,2025-12-31,,Carrefour banque,France,1654000000.0,-0.515,,-3.0,0.982,486,,unauffaellig,
report,rs:969500JJWO4PQG0R1C58.CON,969500JJWO4PQG0R1C58,CON,2025-12-31,,CAISSE D'EPARGNE ET DE PREVOYANCE GRAND EST EUROPE,France,,-0.039,,-6.0,0.7965,1237,,unauffaellig,
report,rs:969500JM7VIGQIPZOL49.CON,969500JM7VIGQIPZOL49,CON,2025-12-31,,BANQUE POPULAIRE AUVERGNE RHONE ALPES,France,,0.131,,-6.0,0.8828,1109,,unauffaellig,
report,rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2025-06-30,,Caisse fédérale de crédit mutuel,France,312600000000.0,0.93,1,-3.0,0.9894,3705,,unauffaellig,
report,rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2025-09-30,,Caisse fédérale de crédit mutuel,France,312700000000.0,1.021,1,-3.0,1.0,272,,unauffaellig,
report,rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2025-12-31,,Caisse fédérale de crédit mutuel,France,320000000000.0,1.162,1,-3.0,0.9864,4312,,unauffaellig,
report,rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2026-03-31,,Caisse fédérale de crédit mutuel,France,334400000000.0,0.961,1,-3.0,1.0,276,,unauffaellig,
report,rs:969500ORP9FTJYI28L37.CON,969500ORP9FTJYI28L37,CON,2025-06-30,,Caisse régionale de crédit agricole mutuel des Savoie,France,12110000000.0,-0.556,,-6.0,0.6387,747,,unauffaellig,
report,rs:969500PI25OKPKTD9364.CON,969500PI25OKPKTD9364,CON,2026-03-31,,Caisse régionale de crédit agricole mutuel de Paris et d'Ile-de-France,France,24620000000.0,-0.147,,-6.0,0.9764,252,,unauffaellig,
report,rs:969500SJXM8MW32ZVG75.CON,969500SJXM8MW32ZVG75,CON,2025-12-31,,Caisse d'épargne et de prévoyance Bretagne-Pays de Loire,France,,0.123,,-6.0,0.8035,938,,unauffaellig,
report,rs:969500STN7T9MRUMJ267.CON,969500STN7T9MRUMJ267,CON,2025-06-30,,Bpifrance,France,94430000000.0,0.543,1,-6.0,0.9367,747,,unauffaellig,
report,rs:969500STN7T9MRUMJ267.CON,969500STN7T9MRUMJ267,CON,2025-12-31,,Bpifrance,France,91450000000.0,0.721,1,-6.0,0.8791,2446,,unauffaellig,
report,rs:969500TU5ZMYBIWP0R51.CON,969500TU5ZMYBIWP0R51,CON,2025-12-31,,Caisse d'Epargne CEPAC,France,,0.155,,-6.0,0.8204,1186,,unauffaellig,
report,rs:969500VHT1ZNPVWOYF63.CON,969500VHT1ZNPVWOYF63,CON,2025-06-30,,BNP Paribas Personal Finance,France,62970000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:969500VHT1ZNPVWOYF63.CON,969500VHT1ZNPVWOYF63,CON,2025-12-31,,BNP Paribas Personal Finance,France,62700000000.0,0.404,1,-6.0,0.6061,1999,,unauffaellig,
report,rs:969500VR2NA6ANMTXH21.CON,969500VR2NA6ANMTXH21,CON,2025-12-31,,Caisse d'épargne et de prévoyance de Rhône Alpes,France,,0.198,,-6.0,0.8324,1228,,unauffaellig,
report,rs:969500W34S6NCZWYBV47.CON,969500W34S6NCZWYBV47,CON,2025-12-31,,Caisse d'épargne et de prévoyance Ile-de-France,France,,0.54,,-6.0,0.8373,1249,,unauffaellig,
report,rs:969500W8SBCXNX1DG443.CON,969500W8SBCXNX1DG443,CON,2025-12-31,,Banque populaire Rives de Paris,France,,0.0,,-6.0,0.7727,1204,,unauffaellig,
report,rs:969500WFZ7C2IBN9TB80.CON,969500WFZ7C2IBN9TB80,CON,2025-12-31,,Banque populaire Grand Ouest,France,,0.049,,-6.0,0.8227,969,,unauffaellig,
report,rs:969500WJ4V0WNG8Q5L42.CON,969500WJ4V0WNG8Q5L42,CON,2025-06-30,,Caisse régionale de crédit agricole mutuel Centre-Est,France,14960000000.0,-0.354,,-6.0,0.6955,760,,unauffaellig,
report,rs:969500X8MO6M37C47827.CON,969500X8MO6M37C47827,CON,2025-06-30,,Caisse régionale de crédit agricole mutuel d'Aquitaine,France,13260000000.0,-0.338,,-6.0,0.6775,745,,unauffaellig,
report,rs:9845006BAF66DZ35C849.CON,9845006BAF66DZ35C849,CON,2025-12-31,,Lunar Group A/S,Denmark,260500000.0,-1.341,,0.0,0.0,307,,unauffaellig,
report,rs:9845006C7B5CC707X660.CON,9845006C7B5CC707X660,CON,2025-06-30,,Swedbank Baltics AS,Latvia,18000000000.0,,,-3.0,1.0,0,,unauffaellig,
report,rs:9845009BE414FBF82130.CON,9845009BE414FBF82130,CON,2025-12-31,,FESTA HOLDING,Bulgaria,522600000.0,-1.209,,-3.0,0.9958,235,,unauffaellig,
report,rs:984500ADEE3DE4F14F51.IND,984500ADEE3DE4F14F51,IND,2025-12-31,,Kompasbank A/S,Denmark,109000000.0,-1.413,,-6.0,0.7017,231,,unauffaellig,
report,rs:984500E4D07499C10435.CON,984500E4D07499C10435,CON,2025-12-31,,TBI FINANCIAL SERVICES B.V.,Netherlands,1450.0,-6.945,,-6.0,0.0,1351,untergrenze|versatz|decimals,skaliert,10^6
report,rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2025-06-30,,Banque Internationale à Luxembourg,Luxembourg,10990000000.0,-0.383,1,-6.0,0.7518,3063,,unauffaellig,
report,rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2025-09-30,,Banque Internationale à Luxembourg,Luxembourg,11530000000.0,-0.402,1,-6.0,0.9919,364,,unauffaellig,
report,rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2025-12-31,,Banque Internationale à Luxembourg,Luxembourg,11730000000.0,-0.022,1,-6.0,0.7741,3361,,unauffaellig,
report,rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2026-03-31,,Banque Internationale à Luxembourg,Luxembourg,11700000000.0,-0.437,1,-6.0,0.9919,367,,unauffaellig,
report,rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2025-06-30,,"Česká spořitelna, a.s.",Czech,29070000000.0,-0.074,1,-3.0,0.9745,1240,,unauffaellig,
report,rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2025-09-30,,"Česká spořitelna, a.s.",Czech,29560000000.0,-0.14,1,-3.0,0.9861,282,,unauffaellig,
report,rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2025-12-31,,"Česká spořitelna, a.s.",Czech,28130000000.0,0.391,1,-3.0,0.9789,1722,,unauffaellig,
report,rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2026-03-31,,"Česká spořitelna, a.s.",Czech,,-0.208,,-3.0,1.0,297,,unauffaellig,
report,rs:9ZHRYM6F437SQJ6OUG95.CON,9ZHRYM6F437SQJ6OUG95,CON,2025-06-30,,Raiffeisen Bank International AG,Austria,96100000000.0,0.323,1,6.0,0.0,4681,,unauffaellig,
report,rs:9ZHRYM6F437SQJ6OUG95.CON,9ZHRYM6F437SQJ6OUG95,CON,2025-09-30,,Raiffeisen Bank International AG,Austria,97600000000.0,0.492,1,6.0,0.0,439,,unauffaellig,
report,rs:9ZHRYM6F437SQJ6OUG95.CON,9ZHRYM6F437SQJ6OUG95,CON,2025-12-31,,Raiffeisen Bank International AG,Austria,100900000000.0,0.614,1,6.0,0.0,5373,,unauffaellig,
report,rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2025-06-30,,Belfius Bank,Belgium,70580000000.0,0.364,1,-6.0,0.9173,2662,,unauffaellig,
report,rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2025-09-30,,Belfius Bank,Belgium,70880000000.0,0.372,1,-6.0,0.9848,387,,unauffaellig,
report,rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2025-12-31,,Belfius Bank,Belgium,72150000000.0,0.714,1,-6.0,0.9143,3271,,unauffaellig,
report,rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2026-03-31,,Belfius Bank,Belgium,70720000000.0,0.344,1,-6.0,0.9926,394,,unauffaellig,
report,rs:AT0000000000043000VB.CON,AT0000000000043000VB,CON,2025-12-31,,VOLKSBANK WIEN AG VB,Austria,16190000000.0,0.059,,6.0,0.0,2844,,unauffaellig,
report,rs:B64D6Y3LBJS4ANNPCU93.CON,B64D6Y3LBJS4ANNPCU93,CON,2025-12-31,,NIBC Bank N.V.,Netherlands,6783000000.0,-0.199,,-3.0,0.9798,1288,,unauffaellig,
report,rs:B81CK4ESI35472RHJ606.CON,B81CK4ESI35472RHJ606,CON,2026-03-31,,Landesbank Baden-Württemberg,Germany,89160000000.0,0.553,,-6.0,0.9955,430,,unauffaellig,
report,rs:BB3BGO3LCED63R8R9R41.CON,BB3BGO3LCED63R8R9R41,CON,2025-12-31,,BANK POLSKIEJ SPOLDZIELCZOSCI S.A.,Poland,1686000000.0,-0.557,,0.0,0.0,1650,,unauffaellig,
report,rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2025-06-30,,ABN AMRO Bank N.V.,Netherlands,139800000000.0,0.406,1,-3.0,0.975,3598,,unauffaellig,
report,rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2025-09-30,,ABN AMRO Bank N.V.,Netherlands,143100000000.0,0.43,1,-3.0,1.0,273,,unauffaellig,
report,rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2025-12-31,,ABN AMRO Bank N.V.,Netherlands,135400000000.0,0.844,1,-3.0,0.9787,3554,,unauffaellig,
report,rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2026-03-31,,ABN AMRO Bank N.V.,Netherlands,136600000000.0,0.685,1,-3.0,0.9955,424,,unauffaellig,
report,rs:CXUHEGU3MADZ2CEV7C11.CON,CXUHEGU3MADZ2CEV7C11,CON,2025-12-31,,Eurobank Limited,Cyprus,8617000000.0,-0.119,,-3.0,0.9813,2199,,unauffaellig,
report,rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2025-06-30,,UniCredit Bank Austria AG,Austria,,0.176,,-6.0,0.7651,1905,,unauffaellig,
report,rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2025-09-30,,UniCredit Bank Austria AG,Austria,,0.082,,-6.0,0.9694,374,,unauffaellig,
report,rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2025-12-31,,UniCredit Bank Austria AG,Austria,,0.661,,-6.0,0.7755,2205,,unauffaellig,
report,rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2026-03-31,,UniCredit Bank Austria AG,Austria,,-0.038,,-6.0,0.9625,381,,unauffaellig,
report,rs:DG3RU1DBUFHT4ZF9WN62.CON,DG3RU1DBUFHT4ZF9WN62,CON,2025-12-31,,Coöperatieve Rabobank U.A.,Netherlands,239200000000.0,0.86,1,-3.0,0.832,4412,,unauffaellig,
report,rs:DG3RU1DBUFHT4ZF9WN62.CON,DG3RU1DBUFHT4ZF9WN62,CON,2026-03-31,,Coöperatieve Rabobank U.A.,Netherlands,245700000000.0,-0.156,1,-3.0,0.9907,401,,unauffaellig,
report,rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2025-06-30,,Landesbank Hessen-Thüringen Girozentrale,Germany,56500000000.0,0.178,1,-6.0,0.7596,4073,,unauffaellig,
report,rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2025-09-30,,Landesbank Hessen-Thüringen Girozentrale,Germany,55980000000.0,0.392,1,-6.0,0.978,434,,unauffaellig,
report,rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2025-12-31,,Landesbank Hessen-Thüringen Girozentrale,Germany,55980000000.0,0.422,1,-6.0,0.7936,4664,,unauffaellig,
report,rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2026-03-31,,Landesbank Hessen-Thüringen Girozentrale,Germany,57560000000.0,0.294,1,-6.0,0.9783,434,,unauffaellig,
report,rs:DSNHHQ2B9X5N6OUJ1236.CON,DSNHHQ2B9X5N6OUJ1236,CON,2025-12-31,,Norddeutsche Landesbank - Girozentrale -,Germany,40940000000.0,0.31,1,-6.0,0.8165,4451,,unauffaellig,
report,rs:DSNHHQ2B9X5N6OUJ1236.CON,DSNHHQ2B9X5N6OUJ1236,CON,2026-03-31,,Norddeutsche Landesbank - Girozentrale -,Germany,42040000000.0,0.118,1,-6.0,0.9754,431,,unauffaellig,
report,rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2025-06-30,,Deutsche Pfandbriefbank AG,Germany,17670.0,-6.158,1018621,-6.0,0.0106,1575,untergrenze|versatz|zeitreihe,skaliert,10^6
report,rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2025-09-30,,Deutsche Pfandbriefbank AG,Germany,17530.0,-6.502,1026757,-6.0,0.0,316,untergrenze|versatz|zeitreihe|decimals,skaliert,10^6
report,rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2025-12-31,,Deutsche Pfandbriefbank AG,Germany,17500000000.0,0.19,1,-6.0,0.9193,2254,,unauffaellig,
report,rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2026-03-31,,Deutsche Pfandbriefbank AG,Germany,18000000000.0,-0.591,1,-6.0,0.9819,326,,unauffaellig,
report,rs:EQYXK86SF381Q21S3020.IND,EQYXK86SF381Q21S3020,IND,2025-06-30,,Bank of America Europe Designated Activity Company,Ireland,55530000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:EQYXK86SF381Q21S3020.IND,EQYXK86SF381Q21S3020,IND,2025-09-30,,Bank of America Europe Designated Activity Company,Ireland,,,,-6.0,1.0,0,,unauffaellig,
report,rs:EQYXK86SF381Q21S3020.IND,EQYXK86SF381Q21S3020,IND,2025-12-31,,Bank of America Europe Designated Activity Company,Ireland,60450000000.0,0.681,1,-6.0,0.8679,2255,,unauffaellig,
report,rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2025-06-30,,Kommuninvest - Grupp,Sweden,302300000.0,-0.44,1,0.0,0.0,679,,unauffaellig,
report,rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2025-09-30,,Kommuninvest - Grupp,Sweden,276700000.0,-0.302,1,0.0,0.0,163,,unauffaellig,
report,rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2025-12-31,,Kommuninvest - Grupp,Sweden,312800000.0,-0.03,1,0.0,0.0,758,,unauffaellig,
report,rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2026-03-31,,Kommuninvest - Grupp,Sweden,288900000.0,-0.35,1,0.0,0.0,176,,unauffaellig,
report,rs:F0HUI1NY1AZMJMD8LP67.CON,F0HUI1NY1AZMJMD8LP67,CON,2025-06-30,,HSBC Continental Europe,France,67610000000.0,0.279,1,-3.0,0.9594,3365,,unauffaellig,
report,rs:F0HUI1NY1AZMJMD8LP67.CON,F0HUI1NY1AZMJMD8LP67,CON,2025-12-31,,HSBC Continental Europe,France,60300000000.0,0.604,1,-3.0,0.9725,3770,,unauffaellig,
report,rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2025-06-30,,Skandinaviska Enskilda Banken - gruppen,Sweden,88810000000.0,0.207,1,-3.0,0.9364,4139,,unauffaellig,
report,rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2025-09-30,,Skandinaviska Enskilda Banken - gruppen,Sweden,88600000000.0,0.54,1,-3.0,1.0,423,,unauffaellig,
report,rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2025-12-31,,Skandinaviska Enskilda Banken - gruppen,Sweden,91130000000.0,0.426,1,-3.0,0.9278,4854,,unauffaellig,
