lei,scope,refPeriod,bank_name,country,institution_type,n_laender,rang,nachbar_lei,nachbar_scope,nachbar_name,nachbar_country,nachbar_institution_type,nachbar_n_laender,ueberlappung,gemeinsame_laender,groesste_gemeinsamkeit,beziehung
I6SS27Q1Q3385V753S50,IND,2025-06-30,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,74,3,549300DVPJYGNF2P7B03,CON,Steiermärkische Bank und Sparkassen Aktiengesellschaft,Austria,Large subsidiaries,83,0.6234,62,AT|HR|DE,unabhaengig
I6SS27Q1Q3385V753S50,IND,2025-06-30,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,74,4,549300RFKNCOX56F8591,CON,RAIFFEISEN BANK S.A.,Romania,Large subsidiaries,8,0.5284,8,AT|DE|LU,unabhaengig
I6SS27Q1Q3385V753S50,IND,2025-06-30,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,74,5,549300TRUWO2CD2G5692,CON,"UNICREDIT, SOCIETA' PER AZIONI",Italy,Large highest EEA,103,0.4791,69,DE|AT|CZ,unabhaengig
I6SS27Q1Q3385V753S50,IND,2025-12-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,77,1,529900XSTAE561178282,CON,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,80,0.9697,77,AT|DE|CZ,konzern
I6SS27Q1Q3385V753S50,IND,2025-12-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,77,2,RRUN0TCQ1K2JDV7MXO75,CON,Oberbank AG,Austria,Other highest EEA,62,0.8649,56,AT|DE|CZ,unbekannt
I6SS27Q1Q3385V753S50,IND,2025-12-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,77,3,529900SXEWPJ1MRRX537,CON,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,60,0.7570,51,AT|DE|PL,unabhaengig
I6SS27Q1Q3385V753S50,IND,2025-12-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,77,4,5493007BWYDPQZLZ0Y27,CON,HYPO NOE Landesbank für Niederösterreich und Wien AG,Austria,Other highest EEA,30,0.7408,29,AT|DE|PL,unbekannt
I6SS27Q1Q3385V753S50,IND,2025-12-31,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Austria,Large subsidiaries,77,5,529900QYEJ2GYSWK1F08,CON,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,0.7363,38,AT|DE|LU,unbekannt
I6USJ58BDV2BO5KP3C31,CON,2025-12-31,"MONETA Money Bank, a.s.",Czech,Other highest EEA,14,1,9KOGW2C2FCIOJQ7FF485,CON,"Česká spořitelna, a.s.",Czech,Large subsidiaries,40,0.9732,9,CZ|DE|SK,unbekannt
I6USJ58BDV2BO5KP3C31,CON,2025-12-31,"MONETA Money Bank, a.s.",Czech,Other highest EEA,14,2,KR6LSKV3BTSJRD41IF75,CON,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,100,0.6615,13,CZ|DE|SK,unbekannt
I6USJ58BDV2BO5KP3C31,CON,2025-12-31,"MONETA Money Bank, a.s.",Czech,Other highest EEA,14,3,315700E9POA724IWFP59,CON,J&amp;T FINANCE GROUP SE,Czech,Large highest EEA,37,0.3295,13,CZ|CH|DE,unbekannt
I7ETN0QQO2AHZZGHJ389,IND,2025-12-31,KOMMUNALBANKEN AS,Norway,Large highest EEA,8,1,DZZ47B9A52ZJ6LT6VV95,CON,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,29,0.6921,7,x1|DE|FR,unbekannt
I7ETN0QQO2AHZZGHJ389,IND,2025-12-31,KOMMUNALBANKEN AS,Norway,Large highest EEA,8,2,549300JSC82O1L4XV837,CON,Nordnet - Grupp,Sweden,Other highest EEA,5,0.6399,5,x1|NO|FI,unbekannt
I7ETN0QQO2AHZZGHJ389,IND,2025-12-31,KOMMUNALBANKEN AS,Norway,Large highest EEA,8,3,549300M2IHOB9P5WE714,IND,Swissquote Bank Europe S.A,Luxembourg,Other highest EEA,10,0.6268,4,x1|FR|DE,unbekannt
I7ETN0QQO2AHZZGHJ389,IND,2025-12-31,KOMMUNALBANKEN AS,Norway,Large highest EEA,8,4,TUKDD90GPC79G1KOE162,CON,Hamburg Commercial Bank AG,Germany,Large highest EEA,43,0.6129,8,x1|DE|FR,unbekannt
I7ETN0QQO2AHZZGHJ389,IND,2025-12-31,KOMMUNALBANKEN AS,Norway,Large highest EEA,8,5,851WYGNLUQLFZBSYGB56,CON,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,44,0.6124,8,x1|DE|FR,unbekannt
J48C8PCSJVUBR8KCW529,CON,2025-06-30,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,Large subsidiaries,28,1,J4CP7MHCXR8DAQMKIL78,CON,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,30,0.8364,28,IT|x28|FR,unbekannt
J48C8PCSJVUBR8KCW529,CON,2025-06-30,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,Large subsidiaries,28,2,549300L7YCATGO57ZE10,CON,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,Large highest EEA,138,0.8288,25,IT|GB|DE,unbekannt
J48C8PCSJVUBR8KCW529,CON,2025-06-30,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,Large subsidiaries,28,3,N747OI7JINV7RUUH6190,CON,BPER Banca S.p.A.,Italy,Large highest EEA,169,0.8275,28,IT|DE|FR,unbekannt
J48C8PCSJVUBR8KCW529,CON,2025-06-30,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,Large subsidiaries,28,4,815600AD83B2B6317788,CON,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,Large highest EEA,32,0.8209,19,IT|FR|GB,unbekannt
J48C8PCSJVUBR8KCW529,CON,2025-06-30,BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI,Italy,Large subsidiaries,28,5,7LVZJ6XRIE7VNZ4UBX81,CON,BANCA MEDIOLANUM S.P.A.,Italy,Large highest EEA,18,0.8146,8,IT|FR|DE,unbekannt
J4CP7MHCXR8DAQMKIL78,CON,2025-06-30,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,30,1,815600AD83B2B6317788,CON,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,Large highest EEA,32,0.9763,19,IT|FR|LU,unabhaengig
J4CP7MHCXR8DAQMKIL78,CON,2025-06-30,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,30,2,NNVPP80YIZGEY2314M97,CON,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,Large highest EEA,23,0.9732,23,IT|x28|FR,unabhaengig
J4CP7MHCXR8DAQMKIL78,CON,2025-06-30,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,30,3,N747OI7JINV7RUUH6190,CON,BPER Banca S.p.A.,Italy,Large highest EEA,169,0.9487,30,IT|FR|LU,unabhaengig
J4CP7MHCXR8DAQMKIL78,CON,2025-06-30,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,30,4,7LVZJ6XRIE7VNZ4UBX81,CON,BANCA MEDIOLANUM S.P.A.,Italy,Large highest EEA,18,0.9139,8,IT|IE|FR,unabhaengig
J4CP7MHCXR8DAQMKIL78,CON,2025-06-30,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,30,5,549300L7YCATGO57ZE10,CON,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,Large highest EEA,138,0.8456,27,IT|IE|FR,unabhaengig
J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,37,1,N747OI7JINV7RUUH6190,CON,BPER Banca S.p.A.,Italy,Large highest EEA,39,0.9569,37,IT|x28|FR,unabhaengig
J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,37,2,8156003D79D064FB5360,IND,CASSA LOMBARDA - S.P.A.,Italy,,21,0.9248,15,IT|FR|ES,unbekannt
J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,37,3,549300L7YCATGO57ZE10,CON,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,Large highest EEA,143,0.9200,36,IT|GB|FR,unabhaengig
J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,37,4,8156005420362AE59184,CON,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,Other highest EEA,95,0.9146,35,IT|FR|LU,unbekannt
J4CP7MHCXR8DAQMKIL78,CON,2025-12-31,Banca Monte dei Paschi di Siena S.p.A.,Italy,Large highest EEA,37,5,7LVZJ6XRIE7VNZ4UBX81,CON,BANCA MEDIOLANUM S.P.A.,Italy,Large highest EEA,20,0.9070,8,IT|ES|IE,unabhaengig
JLS56RAMYQZECFUF2G44,CON,2025-06-30,ING Belgie,Belgium,Large subsidiaries,175,1,549300DYPOFMXOR7XM56,CON,Crelan,Belgium,Large highest EEA,101,0.7864,98,BE|FR|NL,unabhaengig
JLS56RAMYQZECFUF2G44,CON,2025-06-30,ING Belgie,Belgium,Large subsidiaries,175,2,KGCEPHLVVKVRZYO1T647,CON,BNP Paribas Fortis,Belgium,Large subsidiaries,30,0.7621,30,BE|LU|FR,unabhaengig
JLS56RAMYQZECFUF2G44,CON,2025-06-30,ING Belgie,Belgium,Large subsidiaries,175,3,5493008QOCP58OLEN998,CON,Investeringsmaatschappij Argenta - Société d'investissements Argenta - Investierungsgesellschaft Arg,Belgium,Large highest EEA,87,0.5095,83,BE|NL|FR,unabhaengig
JLS56RAMYQZECFUF2G44,CON,2025-06-30,ING Belgie,Belgium,Large subsidiaries,175,4,5493009ML6YX83YHC820,CON,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,87,0.5095,83,BE|NL|FR,unabhaengig
JLS56RAMYQZECFUF2G44,CON,2025-06-30,ING Belgie,Belgium,Large subsidiaries,175,5,A5GWLFH3KM7YV2SFQL84,CON,Belfius Bank,Belgium,Large highest EEA,40,0.4804,39,BE|FR|NL,unabhaengig
JU1U6S0DG9YLT7N8ZV32,CON,2025-12-31,"Banco Comercial Português, SA",Portugal,Large highest EEA,177,1,549300URJH9VSI58CS32,CON,"Banco Santander Totta, SA",Portugal,Large subsidiaries,16,0.7042,16,PT|GB|CH,unabhaengig
JU1U6S0DG9YLT7N8ZV32,CON,2025-12-31,"Banco Comercial Português, SA",Portugal,Large highest EEA,177,2,3DM5DPGI3W6OU6GJ4N92,CON,BANCO BPI S.A.,Portugal,Large subsidiaries,17,0.4992,15,PT|NL|AO,unabhaengig
K8MS7FD7N5Z2WQ51AZ71,CON,2025-06-30,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,59,1,7CUNS533WID6K7DGFI87,CON,"CaixaBank, S.A.",Spain,Large highest EEA,200,0.5001,59,ES|GB|FR,unabhaengig
K8MS7FD7N5Z2WQ51AZ71,CON,2025-12-31,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,59,1,549300TL5406IC1XKD09,CON,Saxo Bank A/S,Denmark,Large highest EEA,72,0.4399,44,DK|NO|DE,unbekannt
K8MS7FD7N5Z2WQ51AZ71,CON,2025-12-31,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,59,2,213800UYAHIRLZ4NSN67,IND,Lån & Spar Bank A/S,Denmark,Other highest EEA,5,0.3706,4,DK|SE|US,unbekannt
K8MS7FD7N5Z2WQ51AZ71,CON,2025-12-31,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,59,3,5493002DPKDEC2JN1Y86,CON,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,15,0.3693,12,DK|IT|CH,unbekannt
K8MS7FD7N5Z2WQ51AZ71,CON,2025-12-31,"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Large highest EEA,59,4,MAES062Z21O4RZ2U7M96,CON,Danske Bank A/S,Denmark,Large highest EEA,19,0.3268,16,DK|GB|NO,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-06-30,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,29,1,851WYGNLUQLFZBSYGB56,CON,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,42,0.5333,13,x1|SK|LU,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-06-30,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,29,2,549300JB1P61FUTPEZ75,CON,"Všeobecná úverová banka, a.s.",Slovakia,Large subsidiaries,53,0.5044,25,x1|SK|CZ,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-06-30,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,29,3,3157002JBFAI478MD587,CON,"Tatra banka, a.s.",Slovakia,Large subsidiaries,43,0.5043,25,x1|SK|CZ,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-06-30,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,29,4,549300S2T3FWVVXWJI89,CON,"Slovenská sporiteľňa, a.s.",Slovakia,Large subsidiaries,76,0.5036,23,x1|SK|CZ,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-06-30,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,29,5,R7CQUF1DQM73HUTV1078,IND,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,27,0.5035,16,x1|LU|CZ,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,31,1,Y28RT6GGYJ696PMW8T44,CON,UniCredit csoport,Hungary,Large subsidiaries,106,0.9918,31,x1|HU|SK,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,31,2,724500SF1CI8OD5AHI07,CON,HCBG Holding B.V.,Netherlands,Other highest EEA,35,0.5105,19,x1|HU|SK,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,31,3,724500ZNT2I60RYZQI38,IND,Anadolubank Nederland N.V.,Netherlands,Other highest EEA,26,0.5080,15,x1|HU|SK,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,31,4,52990096Q5LMCH1WU462,CON,"Československá obchodná banka, a.s.",Slovakia,Large subsidiaries,17,0.5049,15,x1|HU|SK,unbekannt
KFUXYFTU2LHQFQZDQG45,CON,2025-12-31,Kereskedelmi és Hitelbank csoport,Hungary,Large subsidiaries,31,5,3157002JBFAI478MD587,CON,"Tatra banka, a.s.",Slovakia,Large subsidiaries,43,0.5042,27,x1|HU|SK,unbekannt
KGCEPHLVVKVRZYO1T647,CON,2025-06-30,BNP Paribas Fortis,Belgium,Large subsidiaries,30,1,JLS56RAMYQZECFUF2G44,CON,ING Belgie,Belgium,Large subsidiaries,175,0.7621,30,BE|LU|FR,unabhaengig
KGCEPHLVVKVRZYO1T647,CON,2025-06-30,BNP Paribas Fortis,Belgium,Large subsidiaries,30,2,549300DYPOFMXOR7XM56,CON,Crelan,Belgium,Large highest EEA,101,0.6173,28,BE|FR|NL,unabhaengig
KGCEPHLVVKVRZYO1T647,CON,2025-06-30,BNP Paribas Fortis,Belgium,Large subsidiaries,30,3,5493008QOCP58OLEN998,CON,Investeringsmaatschappij Argenta - Société d'investissements Argenta - Investierungsgesellschaft Arg,Belgium,Large highest EEA,87,0.5237,28,BE|NL|DE,unabhaengig
KGCEPHLVVKVRZYO1T647,CON,2025-06-30,BNP Paribas Fortis,Belgium,Large subsidiaries,30,4,5493009ML6YX83YHC820,CON,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,87,0.5237,28,BE|NL|DE,unabhaengig
KGCEPHLVVKVRZYO1T647,CON,2025-06-30,BNP Paribas Fortis,Belgium,Large subsidiaries,30,5,R0MUWSFPU8MPRO8K5P83,CON,BNP Paribas,France,Large highest EEA,30,0.5159,30,BE|GB|FR,konzern
KGCEPHLVVKVRZYO1T647,CON,2025-12-31,BNP Paribas Fortis,Belgium,Large subsidiaries,30,1,54930060Q00W1SRIUI57,IND,vdk bank,Belgium,Other highest EEA,32,0.6821,13,BE|NL|FR,unbekannt
KGCEPHLVVKVRZYO1T647,CON,2025-12-31,BNP Paribas Fortis,Belgium,Large subsidiaries,30,2,549300DYPOFMXOR7XM56,CON,Crelan,Belgium,Large highest EEA,104,0.6149,28,BE|FR|DE,unabhaengig
KGCEPHLVVKVRZYO1T647,CON,2025-12-31,BNP Paribas Fortis,Belgium,Large subsidiaries,30,3,R0MUWSFPU8MPRO8K5P83,CON,BNP Paribas,France,Large highest EEA,30,0.5476,30,BE|GB|FR,konzern
KGCEPHLVVKVRZYO1T647,CON,2025-12-31,BNP Paribas Fortis,Belgium,Large subsidiaries,30,4,5493009ML6YX83YHC820,CON,Argenta Bank- en Verzekeringsgroep NV,Belgium,Large subsidiaries,100,0.5180,28,BE|NL|DE,unabhaengig
KGCEPHLVVKVRZYO1T647,CON,2025-12-31,BNP Paribas Fortis,Belgium,Large subsidiaries,30,5,A5GWLFH3KM7YV2SFQL84,CON,Belfius Bank,Belgium,Large highest EEA,41,0.4850,30,BE|GB|FR,unabhaengig
KR6LSKV3BTSJRD41IF75,CON,2025-06-30,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,101,1,9KOGW2C2FCIOJQ7FF485,CON,"Česká spořitelna, a.s.",Czech,Large subsidiaries,40,0.6723,39,CZ|SK|NL,unabhaengig
KR6LSKV3BTSJRD41IF75,CON,2025-06-30,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,101,2,315700E9POA724IWFP59,CON,J&amp;T FINANCE GROUP SE,Czech,Large highest EEA,36,0.5935,35,CZ|SK|NL,unbekannt
KR6LSKV3BTSJRD41IF75,CON,2025-06-30,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,101,3,9ZHRYM6F437SQJ6OUG95,CON,Raiffeisen Bank International AG,Austria,Large highest EEA,135,0.3336,92,CZ|SK|x28,unabhaengig
KR6LSKV3BTSJRD41IF75,CON,2025-06-30,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,101,4,549300JB1P61FUTPEZ75,CON,"Všeobecná úverová banka, a.s.",Slovakia,Large subsidiaries,53,0.3163,49,SK|CZ|NL,unabhaengig
KR6LSKV3BTSJRD41IF75,CON,2025-12-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,100,1,9KOGW2C2FCIOJQ7FF485,CON,"Česká spořitelna, a.s.",Czech,Large subsidiaries,40,0.6818,39,CZ|NL|SK,unabhaengig
KR6LSKV3BTSJRD41IF75,CON,2025-12-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,100,2,I6USJ58BDV2BO5KP3C31,CON,"MONETA Money Bank, a.s.",Czech,Other highest EEA,14,0.6615,13,CZ|DE|SK,unbekannt
KR6LSKV3BTSJRD41IF75,CON,2025-12-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,100,3,315700E9POA724IWFP59,CON,J&amp;T FINANCE GROUP SE,Czech,Large highest EEA,37,0.6035,36,CZ|SK|NL,unbekannt
KR6LSKV3BTSJRD41IF75,CON,2025-12-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,100,4,9ZHRYM6F437SQJ6OUG95,CON,Raiffeisen Bank International AG,Austria,Large highest EEA,187,0.3397,100,CZ|SK|NL,unabhaengig
KR6LSKV3BTSJRD41IF75,CON,2025-12-31,"UniCredit Bank Czech Republic and Slovakia, a.s.",Czech,Large subsidiaries,100,5,549300JB1P61FUTPEZ75,CON,"Všeobecná úverová banka, a.s.",Slovakia,Large subsidiaries,55,0.3160,53,SK|CZ|NL,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-06-30,Natixis,France,Large subsidiaries,109,1,9CZ7TVMR36CYD5TZBS50,CON,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,105,0.8053,77,x1|LU|FR,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-06-30,Natixis,France,Large subsidiaries,109,2,R7CQUF1DQM73HUTV1078,IND,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,27,0.7589,20,x1|LU|FR,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-06-30,Natixis,France,Large subsidiaries,109,3,F0HUI1NY1AZMJMD8LP67,CON,HSBC Continental Europe,France,Large highest EEA,114,0.7437,87,x1|FR|LU,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-06-30,Natixis,France,Large subsidiaries,109,4,FR9695005MSX1OYEMGDF,CON,Groupe BPCE,France,Large highest EEA,217,0.7301,109,x1|FR|LU,unbekannt
KX1WK48MPD4Y2NCUIZ63,CON,2025-06-30,Natixis,France,Large subsidiaries,109,5,TUKDD90GPC79G1KOE162,CON,Hamburg Commercial Bank AG,Germany,Large highest EEA,42,0.7070,40,x1|LU|US,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,Natixis,France,Large subsidiaries,109,1,9CZ7TVMR36CYD5TZBS50,CON,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,106,0.8110,76,x1|LU|FR,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,Natixis,France,Large subsidiaries,109,2,TPS0Q8GFSZF45ZZFL873,CON,Société Générale Luxembourg,Luxembourg,Large subsidiaries,24,0.7921,19,x1|LU|FR,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,Natixis,France,Large subsidiaries,109,3,549300M2IHOB9P5WE714,IND,Swissquote Bank Europe S.A,Luxembourg,Other highest EEA,10,0.7696,8,x1|LU|FR,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,Natixis,France,Large subsidiaries,109,4,R7CQUF1DQM73HUTV1078,IND,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,Large highest EEA,31,0.7604,25,x1|LU|FR,unabhaengig
KX1WK48MPD4Y2NCUIZ63,CON,2025-12-31,Natixis,France,Large subsidiaries,109,5,F0HUI1NY1AZMJMD8LP67,CON,HSBC Continental Europe,France,Large highest EEA,99,0.7455,83,x1|FR|LU,unabhaengig
M312WZV08Y7LYUC71685,CON,2025-06-30,Swedbank - Grupp,Sweden,Large highest EEA,11,1,549300TJREQ7GHIXWR36,IND,Swedbank Hypotek AB,Sweden,Large subsidiaries,11,0.7906,5,SE|NO|DK,unbekannt
M312WZV08Y7LYUC71685,CON,2025-06-30,Swedbank - Grupp,Sweden,Large highest EEA,11,2,F3JS33DEI6XQ4ZBPTN86,CON,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,155,0.7177,10,SE|LT|EE,unbekannt
M312WZV08Y7LYUC71685,CON,2025-06-30,Swedbank - Grupp,Sweden,Large highest EEA,11,3,1FOLRR5RWTWWI397R131,IND,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,0.4120,10,SE|FI|NO,unbekannt
M312WZV08Y7LYUC71685,CON,2025-06-30,Swedbank - Grupp,Sweden,Large highest EEA,11,4,NHBDILHZTYCNBV5UYZ31,CON,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,124,0.3799,10,SE|NO|FI,unbekannt
M312WZV08Y7LYUC71685,CON,2025-06-30,Swedbank - Grupp,Sweden,Large highest EEA,11,5,529900ODI3047E2LIV03,CON,Nordea Bank Abp,Finland,Large highest EEA,182,0.3423,10,SE|NO|FI,unbekannt
M312WZV08Y7LYUC71685,CON,2025-12-31,Swedbank - Grupp,Sweden,Large highest EEA,11,1,549300TJREQ7GHIXWR36,IND,Swedbank Hypotek AB,Sweden,Large subsidiaries,11,0.7836,4,SE|NO|DK,unbekannt
M312WZV08Y7LYUC71685,CON,2025-12-31,Swedbank - Grupp,Sweden,Large highest EEA,11,2,F3JS33DEI6XQ4ZBPTN86,CON,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,150,0.7344,10,SE|LT|EE,unbekannt
M312WZV08Y7LYUC71685,CON,2025-12-31,Swedbank - Grupp,Sweden,Large highest EEA,11,3,549300C6TUMDXNOVXS82,CON,Länsförsäkringar Bank AB - gruppen,Sweden,Large highest EEA,5,0.4998,3,SE|DK|NO,unbekannt
M312WZV08Y7LYUC71685,CON,2025-12-31,Swedbank - Grupp,Sweden,Large highest EEA,11,4,549300UOX05QGUJJ5707,IND,Stadshypotek AB,Sweden,Large subsidiaries,77,0.4867,10,SE|NO|FI,unbekannt
M312WZV08Y7LYUC71685,CON,2025-12-31,Swedbank - Grupp,Sweden,Large highest EEA,11,5,21380057HUGFEAF25W84,CON,NOBA Group,Sweden,Other highest EEA,8,0.4861,5,SE|NO|FI,unbekannt
M6AD1Y1KW32H8THQ6F76,CON,2025-06-30,Piraeus Financial Holdings,Greece,Large highest EEA,26,1,5UMCZOEYKCVFAW8ZLO05,CON,"National Bank of Greece, S.A.",Greece,Large highest EEA,5,0.4778,1,GR,unbekannt
MAES062Z21O4RZ2U7M96,CON,2025-06-30,Danske Bank A/S,Denmark,Large highest EEA,19,1,NHBDILHZTYCNBV5UYZ31,CON,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,124,0.6551,18,x1|SE|NO,unbekannt
MAES062Z21O4RZ2U7M96,CON,2025-06-30,Danske Bank A/S,Denmark,Large highest EEA,19,2,1FOLRR5RWTWWI397R131,IND,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,0.6457,16,x1|SE|GB,unbekannt
MAES062Z21O4RZ2U7M96,CON,2025-06-30,Danske Bank A/S,Denmark,Large highest EEA,19,3,549300IQZVZ949N37S44,CON,Euroclear Holding,Belgium,Large highest EEA,66,0.5774,14,x1|SE|GB,unbekannt
MAES062Z21O4RZ2U7M96,CON,2025-06-30,Danske Bank A/S,Denmark,Large highest EEA,19,4,724500JIWG886A9RRT57,CON,RBS Holdings N.V.,Netherlands,Large highest EEA,17,0.5737,12,x1|SE|GB,unbekannt
MAES062Z21O4RZ2U7M96,CON,2025-06-30,Danske Bank A/S,Denmark,Large highest EEA,19,5,TUKDD90GPC79G1KOE162,CON,Hamburg Commercial Bank AG,Germany,Large highest EEA,42,0.5731,15,x1|GB|SE,unbekannt
MAES062Z21O4RZ2U7M96,CON,2025-12-31,Danske Bank A/S,Denmark,Large highest EEA,19,1,549300JSC82O1L4XV837,CON,Nordnet - Grupp,Sweden,Other highest EEA,5,0.8463,5,x1|DK|SE,unbekannt
